SN,No,DATE,TIME,LATITUDE,LONGITUDE,ALTITUDE,PRESSURE,SZA,AM,SDCORR,TEMP,SIG380,SIG440,SIG675,SIG870,SIG1020,STD380,STD440,STD675,STD870,STD1020,AOT380,AOT440,AOT675,AOT870,AOT1020,WATER
31487,110,26/02/13,15:47:25,-39.421,-71.941,2830.00,550.00,65.91,2.27,0.990,11.20,371.67,170.21,286.18,157.63,236.63,0.02,0.02,0.02,0.02,0.02,0.5145,0.6893,0.5792,0.6543,0.6958,Na  
31487,111,26/02/13,15:47:40,-39.421,-71.941,2830.00,550.00,65.92,2.27,0.990,11.20,273.64,124.90,233.33,126.65,186.19,0.03,0.02,0.02,0.02,0.04,0.6490,0.8252,0.6688,0.7503,0.8011,Na  
31487,112,26/02/13,15:47:54,-39.421,-71.941,2830.00,550.00,65.93,2.28,0.990,11.20,186.89,79.30,163.77,85.02,119.77,0.01,0.01,0.01,0.01,0.02,0.8164,1.0247,0.8243,0.9254,0.9949,Na  
31487,113,26/02/13,15:48:11,-39.421,-71.941,2830.00,550.00,65.94,2.28,0.990,11.20,133.49,56.55,129.56,65.58,90.41,0.02,0.02,0.01,0.01,0.01,0.9641,1.1731,0.9271,1.0393,1.1183,Na  
31487,114,26/02/13,15:48:25,-39.421,-71.941,2830.00,550.00,65.95,2.28,0.990,11.20,969.29,657.28,871.52,566.63,856.47,0.08,0.03,0.04,0.07,0.06,0.0928,0.0950,0.0894,0.0916,0.1301,Na  
31487,115,26/02/13,15:48:40,-39.421,-71.941,2830.00,550.00,65.96,2.28,0.990,11.30,954.00,631.01,813.34,530.93,809.03,0.01,0.00,0.00,0.01,0.01,0.0997,0.1129,0.1198,0.1202,0.1551,Na  
31487,116,26/02/13,15:48:55,-39.421,-71.941,2830.00,550.00,65.97,2.28,0.990,11.30,910.21,597.09,773.73,500.47,763.25,0.01,0.00,0.00,0.00,0.01,0.1203,0.1371,0.1417,0.1461,0.1807,Na  
31487,117,26/02/13,15:49:10,-39.421,-71.941,2830.00,550.00,65.98,2.28,0.990,11.30,882.90,568.70,740.15,474.15,724.45,0.00,0.00,0.00,0.00,0.00,0.1336,0.1584,0.1611,0.1698,0.2036,Na  
31487,118,26/02/13,15:49:25,-39.421,-71.941,2830.00,550.00,65.99,2.28,0.990,11.30,828.87,529.53,699.34,444.21,679.65,0.01,0.00,0.00,0.01,0.01,0.1612,0.1897,0.1860,0.1984,0.2315,Na  
31487,119,26/02/13,15:49:39,-39.421,-71.941,2830.00,550.00,66.00,2.28,0.990,11.30,771.58,486.35,653.32,410.17,628.61,0.01,0.01,0.01,0.01,0.01,0.1926,0.2270,0.2158,0.2333,0.2658,Na  
31487,120,26/02/13,15:49:54,-39.421,-71.941,2830.00,550.00,66.01,2.28,0.990,11.30,663.01,415.26,579.64,360.27,554.26,0.02,0.01,0.01,0.02,0.02,0.2591,0.2963,0.2683,0.2902,0.3210,Na  
31487,121,26/02/13,15:50:10,-39.421,-71.941,2830.00,550.00,66.02,2.28,0.990,11.40,625.21,382.19,541.40,333.18,512.81,0.01,0.01,0.01,0.01,0.01,0.2847,0.3326,0.2982,0.3245,0.3550,Na  
31487,122,26/02/13,15:50:25,-39.421,-71.941,2830.00,550.00,66.03,2.28,0.990,11.40,571.20,342.62,498.16,302.64,466.40,0.01,0.01,0.01,0.01,0.01,0.3243,0.3805,0.3346,0.3666,0.3966,Na  
31487,123,26/02/13,15:50:40,-39.421,-71.941,2830.00,550.00,66.04,2.28,0.990,11.40,547.41,314.37,459.65,275.18,423.48,0.01,0.01,0.01,0.01,0.01,0.3428,0.4181,0.3698,0.4082,0.4388,Na  
31487,124,26/02/13,15:50:54,-39.421,-71.941,2830.00,550.00,66.05,2.28,0.990,11.40,475.87,266.86,407.14,240.93,369.70,0.02,0.02,0.01,0.01,0.01,0.4041,0.4899,0.4230,0.4664,0.4983,Na  
31487,125,26/02/13,15:51:11,-39.421,-71.941,2830.00,550.00,66.07,2.28,0.990,11.40,382.71,214.63,354.82,208.99,319.05,0.02,0.01,0.01,0.01,0.01,0.4995,0.5852,0.4832,0.5287,0.5628,Na  
31487,126,26/02/13,15:51:25,-39.421,-71.941,2830.00,550.00,66.08,2.28,0.990,11.40,356.87,189.66,317.79,183.55,277.83,0.02,0.01,0.01,0.01,0.01,0.5300,0.6393,0.5314,0.5855,0.6233,Na  
31487,127,26/02/13,15:51:40,-39.421,-71.941,2830.00,550.00,66.09,2.28,0.990,11.50,290.40,140.36,247.31,138.03,202.86,0.01,0.02,0.01,0.01,0.01,0.6202,0.7711,0.6412,0.7103,0.7610,Na  
31487,128,26/02/13,15:51:54,-39.421,-71.941,2830.00,550.00,66.10,2.28,0.990,11.50,224.50,105.47,202.52,112.01,164.31,0.19,0.23,0.21,0.25,0.32,0.7328,0.8961,0.7286,0.8017,0.8532,Na  
31487,129,26/02/13,15:52:11,-39.421,-71.941,2830.00,550.00,66.11,2.28,0.990,11.50,732.05,557.01,673.59,478.17,723.86,0.03,0.01,0.01,0.02,0.02,0.2148,0.1669,0.2020,0.1656,0.2034,Na  
31487,130,26/02/13,15:52:26,-39.421,-71.941,2830.00,550.00,66.12,2.28,0.990,11.50,666.49,505.76,630.17,444.32,670.49,0.01,0.01,0.00,0.01,0.00,0.2558,0.2091,0.2311,0.1978,0.2369,Na  
31487,131,26/02/13,15:52:40,-39.421,-71.941,2830.00,550.00,66.13,2.28,0.990,11.50,620.72,467.32,587.99,410.28,616.68,0.02,0.02,0.02,0.02,0.02,0.2868,0.2436,0.2614,0.2326,0.2735,Na  
31487,132,26/02/13,15:52:55,-39.421,-71.941,2830.00,550.00,66.14,2.28,0.990,11.60,527.50,404.04,519.31,359.34,536.06,0.01,0.01,0.01,0.01,0.01,0.3580,0.3072,0.3157,0.2906,0.3348,Na  
31487,133,26/02/13,15:53:10,-39.421,-71.941,2830.00,550.00,66.15,2.28,0.990,11.60,488.36,371.19,481.31,330.08,489.86,0.01,0.01,0.01,0.01,0.01,0.3916,0.3443,0.3489,0.3277,0.3742,Na  
31487,134,26/02/13,15:53:25,-39.421,-71.941,2830.00,550.00,66.16,2.29,0.990,11.60,427.18,329.56,445.62,304.30,449.88,0.02,0.01,0.01,0.01,0.01,0.4500,0.3962,0.3825,0.3633,0.4114,Na  
31487,135,26/02/13,15:53:39,-39.421,-71.941,2830.00,550.00,66.17,2.29,0.990,11.60,413.76,312.51,422.06,284.90,419.06,0.00,0.00,0.00,0.00,0.00,0.4639,0.4194,0.4062,0.3920,0.4423,Na  
31487,136,26/02/13,15:53:54,-39.421,-71.941,2830.00,550.00,66.18,2.29,0.990,11.60,358.33,270.69,381.75,254.77,373.10,0.01,0.01,0.01,0.01,0.01,0.5266,0.4821,0.4500,0.4408,0.4931,Na  
31487,137,26/02/13,15:54:10,-39.421,-71.941,2830.00,550.00,66.19,2.29,0.990,11.70,1162.27,763.95,970.95,634.27,967.68,0.01,0.01,0.01,0.01,0.00,0.0118,0.0282,0.0417,0.0418,0.0761,Na  
31487,138,26/02/13,15:54:25,-39.421,-71.941,2830.00,550.00,66.20,2.29,0.990,11.70,1108.63,731.23,933.52,605.54,925.00,0.00,0.00,0.00,0.00,0.00,0.0324,0.0473,0.0588,0.0621,0.0958,Na  
31487,139,26/02/13,15:54:40,-39.421,-71.941,2830.00,550.00,66.21,2.29,0.990,11.70,1052.64,697.12,902.28,582.22,890.04,0.01,0.01,0.00,0.00,0.00,0.0550,0.0681,0.0737,0.0792,0.1126,Na  
31487,140,26/02/13,15:54:54,-39.421,-71.941,2830.00,550.00,66.22,2.29,0.990,11.70,981.64,637.45,825.26,526.25,805.23,0.01,0.01,0.01,0.01,0.01,0.0855,0.1072,0.1127,0.1234,0.1564,Na  
31487,141,26/02/13,15:55:11,-39.421,-71.941,2830.00,550.00,66.24,2.29,0.990,11.70,955.51,606.96,784.53,494.73,757.96,0.00,0.00,0.00,0.00,0.00,0.0972,0.1286,0.1348,0.1503,0.1828,Na  
31487,142,26/02/13,15:55:25,-39.421,-71.941,2830.00,550.00,66.25,2.29,0.990,11.80,909.11,570.77,745.08,465.42,715.36,0.01,0.01,0.00,0.01,0.00,0.1189,0.1554,0.1573,0.1770,0.2080,Na  
31487,143,26/02/13,15:55:40,-39.421,-71.941,2830.00,550.00,66.26,2.29,0.990,11.80,825.49,516.82,693.37,430.63,663.63,0.02,0.02,0.01,0.01,0.01,0.1610,0.1987,0.1887,0.2109,0.2408,Na  
31487,144,26/02/13,15:55:54,-39.421,-71.941,2830.00,550.00,66.27,2.29,0.990,11.80,774.42,471.76,640.72,391.81,606.56,0.02,0.01,0.01,0.01,0.01,0.1888,0.2385,0.2231,0.2521,0.2800,Na  
31487,145,26/02/13,15:56:11,-39.421,-71.941,2830.00,550.00,66.28,2.29,0.990,11.80,720.97,431.47,597.05,362.95,562.94,0.01,0.01,0.01,0.01,0.01,0.2199,0.2774,0.2539,0.2854,0.3125,Na  
31487,146,26/02/13,15:56:26,-39.421,-71.941,2830.00,550.00,66.29,2.29,0.990,11.80,648.13,379.45,541.06,325.13,505.22,0.01,0.01,0.01,0.01,0.01,0.2663,0.3333,0.2968,0.3334,0.3596,Na  
31487,147,26/02/13,15:56:40,-39.421,-71.941,2830.00,550.00,66.30,2.29,0.990,11.90,532.82,305.88,463.59,276.32,429.25,0.01,0.01,0.01,0.00,0.00,0.3517,0.4273,0.3642,0.4043,0.4307,Na  
31487,148,26/02/13,15:56:55,-39.421,-71.941,2830.00,550.00,66.31,2.29,0.990,11.90,474.99,261.92,407.18,239.66,370.11,0.02,0.01,0.01,0.01,0.01,0.4017,0.4949,0.4207,0.4663,0.4953,Na  
31487,149,26/02/13,15:57:11,-39.421,-71.941,2830.00,550.00,66.32,2.29,0.990,11.90,411.36,222.03,361.98,210.90,324.99,0.02,0.01,0.01,0.01,0.01,0.4643,0.5668,0.4719,0.5220,0.5519,Na  
31487,150,26/02/13,15:57:26,-39.421,-71.941,2830.00,550.00,66.34,2.29,0.990,11.90,383.80,196.42,324.33,185.28,282.92,0.02,0.02,0.01,0.01,0.01,0.4944,0.6201,0.5197,0.5784,0.6122,Na  
31487,151,26/02/13,15:57:40,-39.421,-71.941,2830.00,550.00,66.35,2.29,0.990,11.90,346.70,169.38,285.76,161.09,242.65,0.01,0.01,0.01,0.01,0.01,0.5385,0.6845,0.5748,0.6392,0.6790,Na  
31487,152,26/02/13,15:57:55,-39.421,-71.941,2830.00,550.00,66.36,2.29,0.990,12.00,295.28,138.02,243.43,134.73,199.17,0.02,0.02,0.02,0.02,0.02,0.6083,0.7736,0.6446,0.7170,0.7650,Na  
31487,153,26/02/13,15:58:11,-39.421,-71.941,2830.00,550.00,66.37,2.29,0.990,12.00,1031.54,694.90,839.46,564.43,856.67,0.07,0.08,0.07,0.06,0.06,0.0630,0.0689,0.1049,0.0925,0.1289,Na  
31487,154,26/02/13,15:58:25,-39.421,-71.941,2830.00,550.00,66.38,2.29,0.990,12.00,802.66,546.38,711.61,470.96,719.60,0.01,0.01,0.01,0.01,0.01,0.1722,0.1737,0.1768,0.1713,0.2049,Na  
31487,155,26/02/13,15:58:40,-39.421,-71.941,2830.00,550.00,66.39,2.30,0.990,12.00,777.67,519.93,676.30,443.05,676.18,0.01,0.01,0.00,0.00,0.00,0.1859,0.1952,0.1990,0.1979,0.2320,Na  
31487,156,26/02/13,15:58:54,-39.421,-71.941,2830.00,550.00,66.40,2.30,0.990,12.00,704.84,468.04,624.39,404.59,617.80,0.01,0.01,0.00,0.01,0.01,0.2286,0.2409,0.2337,0.2374,0.2712,Na  
31487,157,26/02/13,15:59:11,-39.421,-71.941,2830.00,550.00,66.41,2.30,0.990,12.00,621.37,415.90,572.55,368.09,562.81,0.01,0.01,0.01,0.01,0.01,0.2834,0.2923,0.2714,0.2785,0.3118,Na  
31487,158,26/02/13,15:59:25,-39.421,-71.941,2830.00,550.00,66.42,2.30,0.990,12.00,587.89,383.70,532.56,337.51,515.19,0.00,0.00,0.00,0.01,0.00,0.3074,0.3273,0.3028,0.3162,0.3502,Na  
31487,159,26/02/13,15:59:40,-39.421,-71.941,2830.00,550.00,66.44,2.30,0.990,12.00,538.11,346.11,491.97,308.76,471.80,0.01,0.01,0.00,0.01,0.01,0.3458,0.3720,0.3373,0.3549,0.3884,Na  
31487,160,26/02/13,15:59:54,-39.421,-71.941,2830.00,550.00,66.45,2.30,0.990,12.10,494.84,308.86,449.30,277.67,423.26,0.00,0.01,0.01,0.01,0.01,0.3821,0.4215,0.3767,0.4010,0.4355,Na  
31487,161,26/02/13,16:00:11,-39.421,-71.941,2830.00,550.00,66.46,2.30,0.990,12.10,429.64,263.43,402.38,245.75,374.85,0.02,0.01,0.01,0.02,0.02,0.4434,0.4905,0.4245,0.4540,0.4883,Na  
31487,162,26/02/13,16:00:26,-39.421,-71.941,2830.00,550.00,66.47,2.30,0.990,12.10,402.31,237.83,369.42,222.39,337.41,0.01,0.01,0.01,0.01,0.01,0.4719,0.5349,0.4616,0.4974,0.5339,Na  
31487,163,26/02/13,16:00:40,-39.421,-71.941,2830.00,550.00,66.48,2.30,0.990,12.10,598.06,350.86,502.04,301.86,465.91,0.36,0.38,0.30,0.31,0.32,0.2993,0.3656,0.3281,0.3644,0.3935,Na  
31487,164,26/02/13,16:00:55,-39.421,-71.941,2830.00,550.00,66.49,2.30,0.990,12.10,375.76,207.49,334.24,196.46,298.18,0.01,0.01,0.01,0.01,0.01,0.5012,0.5939,0.5049,0.5510,0.5874,Na  
31487,165,26/02/13,16:01:11,-39.421,-71.941,2830.00,550.00,66.50,2.30,0.990,12.10,372.38,202.70,340.18,197.18,298.05,0.32,0.30,0.27,0.30,0.31,0.5050,0.6039,0.4971,0.5493,0.5875,Na  
31487,166,26/02/13,16:01:26,-39.421,-71.941,2830.00,550.00,66.52,2.30,0.990,12.10,252.76,237.29,297.40,239.16,371.04,0.31,0.27,0.21,0.20,0.20,0.6732,0.5352,0.5554,0.4653,0.4921,Na  
31487,167,26/02/13,16:01:40,-39.421,-71.941,2830.00,550.00,66.53,2.30,0.990,12.20,189.73,186.78,239.10,188.65,286.85,0.01,0.00,0.00,0.00,0.00,0.7976,0.6391,0.6501,0.5683,0.6038,Na  
31487,168,26/02/13,16:01:55,-39.421,-71.941,2830.00,550.00,66.54,2.30,0.990,12.20,179.27,176.16,230.15,180.84,274.09,0.00,0.00,0.00,0.00,0.00,0.8220,0.6643,0.6665,0.5865,0.6235,Na  
31487,169,26/02/13,16:02:11,-39.421,-71.941,2830.00,550.00,66.55,2.30,0.990,12.20,160.06,160.95,220.30,172.98,261.45,0.02,0.02,0.01,0.00,0.01,0.8709,0.7033,0.6853,0.6056,0.6438,Na  
31487,170,26/02/13,16:02:25,-39.421,-71.941,2830.00,550.00,66.56,2.30,0.990,12.20,154.98,151.96,211.40,164.27,246.71,0.02,0.01,0.00,0.00,0.00,0.8847,0.7281,0.7030,0.6279,0.6688,Na  
31487,171,26/02/13,16:02:40,-39.421,-71.941,2830.00,550.00,66.57,2.30,0.990,12.20,162.51,153.24,207.60,159.73,239.17,0.01,0.01,0.01,0.01,0.01,0.8638,0.7242,0.7107,0.6399,0.6822,Na  
31487,172,26/02/13,16:02:54,-39.421,-71.941,2830.00,550.00,66.58,2.30,0.990,12.20,148.38,139.82,195.20,149.74,223.38,0.01,0.01,0.00,0.00,0.00,0.9030,0.7638,0.7373,0.6678,0.7116,Na  
31487,173,26/02/13,16:03:11,-39.421,-71.941,2830.00,550.00,66.59,2.31,0.990,12.30,882.22,615.39,810.01,517.43,772.28,0.23,0.20,0.17,0.22,0.27,0.1294,0.1207,0.1198,0.1297,0.1733,Na  
31487,174,26/02/13,16:03:25,-39.421,-71.941,2830.00,550.00,66.61,2.31,0.990,12.30,1165.93,768.84,968.63,640.98,974.70,0.03,0.02,0.02,0.02,0.02,0.0084,0.0241,0.0422,0.0368,0.0723,Na  
31487,175,26/02/13,16:03:40,-39.421,-71.941,2830.00,550.00,66.62,2.31,0.990,12.30,1025.55,696.37,887.27,588.08,901.46,0.01,0.01,0.00,0.00,0.00,0.0639,0.0670,0.0802,0.0742,0.1062,Na  
31487,176,26/02/13,16:03:54,-39.421,-71.941,2830.00,550.00,66.63,2.31,0.990,12.30,1048.78,693.08,866.12,568.09,870.22,0.01,0.00,0.00,0.00,0.00,0.0542,0.0690,0.0906,0.0891,0.1214,Na  
31487,177,26/02/13,16:04:11,-39.421,-71.941,2830.00,550.00,66.64,2.31,0.990,12.30,1014.41,663.83,835.04,543.79,833.41,0.01,0.00,0.00,0.00,0.00,0.0685,0.0876,0.1064,0.1081,0.1401,Na  
31487,178,26/02/13,16:04:26,-39.421,-71.941,2830.00,550.00,66.65,2.31,0.990,12.30,921.29,608.77,787.94,512.96,787.38,0.01,0.01,0.01,0.01,0.01,0.1102,0.1251,0.1316,0.1333,0.1647,Na  
31487,179,26/02/13,16:04:40,-39.421,-71.941,2830.00,550.00,66.66,2.31,0.990,12.40,900.38,585.04,755.65,486.45,748.42,0.01,0.01,0.00,0.01,0.00,0.1200,0.1423,0.1496,0.1563,0.1866,Na  
31487,180,26/02/13,16:04:55,-39.421,-71.941,2830.00,550.00,66.67,2.31,0.990,12.40,863.59,552.81,719.64,459.08,706.43,0.01,0.01,0.01,0.01,0.01,0.1380,0.1667,0.1707,0.1813,0.2116,Na  
31487,181,26/02/13,16:05:11,-39.421,-71.941,2830.00,550.00,66.69,2.31,0.990,12.40,797.63,509.10,676.25,427.61,660.53,0.02,0.01,0.01,0.01,0.01,0.1723,0.2023,0.1976,0.2120,0.2406,Na  
31487,182,26/02/13,16:05:26,-39.421,-71.941,2830.00,550.00,66.70,2.31,0.990,12.40,756.78,474.95,639.18,400.13,619.20,0.00,0.00,0.00,0.01,0.00,0.1950,0.2323,0.2220,0.2407,0.2685,Na  
31487,183,26/02/13,16:05:40,-39.421,-71.941,2830.00,550.00,66.71,2.31,0.990,12.40,686.13,428.36,594.38,369.18,573.61,0.01,0.01,0.01,0.01,0.01,0.2373,0.2769,0.2534,0.2755,0.3016,Na  
31487,184,26/02/13,16:05:55,-39.421,-71.941,2830.00,550.00,66.72,2.31,0.990,12.40,658.13,399.80,557.95,342.07,531.25,0.01,0.01,0.01,0.01,0.01,0.2552,0.3066,0.2807,0.3084,0.3347,Na  
31487,185,26/02/13,16:06:12,-39.421,-71.941,2830.00,550.00,66.73,2.31,0.990,12.40,614.86,362.64,516.33,313.31,486.95,0.01,0.01,0.01,0.01,0.01,0.2844,0.3487,0.3141,0.3463,0.3723,Na  
31487,186,26/02/13,16:06:26,-39.421,-71.941,2830.00,550.00,66.75,2.31,0.990,12.40,552.21,320.14,471.03,282.97,439.44,0.01,0.01,0.01,0.01,0.01,0.3308,0.4025,0.3537,0.3903,0.4166,Na  
31487,187,26/02/13,16:06:41,-39.421,-71.941,2830.00,550.00,66.76,2.31,0.990,12.40,504.08,283.58,428.40,254.55,394.84,0.01,0.01,0.01,0.01,0.01,0.3701,0.4548,0.3946,0.4359,0.4627,Na  
31487,188,26/02/13,16:06:55,-39.421,-71.941,2830.00,550.00,66.77,2.31,0.990,12.40,458.68,248.97,386.40,226.20,349.65,0.01,0.01,0.01,0.01,0.01,0.4107,0.5109,0.4391,0.4869,0.5151,Na  
31487,189,26/02/13,16:07:11,-39.421,-71.941,2830.00,550.00,66.78,2.31,0.990,12.50,1061.34,624.00,815.63,484.66,746.47,0.08,0.07,0.05,0.07,0.07,0.0480,0.1137,0.1162,0.1574,0.1873,Na  
31487,190,26/02/13,16:07:25,-39.421,-71.941,2830.00,550.00,66.79,2.31,0.990,12.50,936.23,557.70,744.60,440.37,680.15,0.01,0.01,0.01,0.01,0.01,0.1022,0.1622,0.1555,0.1988,0.2274,Na  
31487,191,26/02/13,16:07:40,-39.421,-71.941,2830.00,550.00,66.80,2.32,0.990,12.50,910.00,522.50,692.28,404.46,625.48,0.01,0.01,0.01,0.01,0.01,0.1143,0.1903,0.1870,0.2355,0.2636,Na  
31487,192,26/02/13,16:07:55,-39.421,-71.941,2830.00,550.00,66.82,2.32,0.990,12.50,839.28,472.29,638.75,370.15,573.43,0.01,0.00,0.00,0.01,0.01,0.1492,0.2338,0.2216,0.2737,0.3010,Na  
31487,193,26/02/13,16:08:11,-39.421,-71.941,2830.00,550.00,66.83,2.32,0.990,12.50,759.25,418.57,583.20,335.65,521.60,0.01,0.01,0.01,0.01,0.01,0.1923,0.2858,0.2609,0.3159,0.3418,Na  
31487,194,26/02/13,16:08:26,-39.421,-71.941,2830.00,550.00,66.84,2.32,0.990,12.50,632.71,352.61,524.48,302.15,471.64,0.02,0.01,0.01,0.01,0.01,0.2709,0.3597,0.3066,0.3611,0.3852,Na  
31487,195,26/02/13,16:08:40,-39.421,-71.941,2830.00,550.00,66.85,2.32,0.990,12.50,660.85,340.57,488.94,276.15,429.17,0.01,0.01,0.01,0.01,0.01,0.2520,0.3746,0.3368,0.3999,0.4258,Na  
31487,196,26/02/13,16:08:55,-39.421,-71.941,2830.00,550.00,66.86,2.32,0.990,12.50,608.74,303.10,444.88,248.77,386.39,0.01,0.01,0.01,0.01,0.01,0.2873,0.4247,0.3774,0.4448,0.4710,Na  
31487,197,26/02/13,16:09:11,-39.421,-71.941,2830.00,550.00,66.88,2.32,0.990,12.50,540.51,261.43,397.68,220.29,341.75,0.01,0.01,0.01,0.01,0.01,0.3384,0.4883,0.4257,0.4971,0.5238,Na  
31487,198,26/02/13,16:09:26,-39.421,-71.941,2830.00,550.00,66.89,2.32,0.990,12.50,766.99,418.95,529.35,310.50,486.08,0.03,0.02,0.01,0.02,0.01,0.1874,0.2849,0.3022,0.3490,0.3718,Na  
31487,199,26/02/13,16:09:40,-39.421,-71.941,2830.00,550.00,66.90,2.32,0.990,12.50,833.82,431.95,542.70,313.74,492.60,0.00,0.00,0.00,0.00,0.00,0.1513,0.2716,0.2914,0.3445,0.3659,Na  
31487,200,26/02/13,16:09:55,-39.421,-71.941,2830.00,550.00,66.91,2.32,0.990,12.50,842.96,432.01,547.03,314.70,495.11,0.01,0.00,0.00,0.00,0.00,0.1465,0.2714,0.2879,0.3430,0.3637,Na  
31487,201,26/02/13,16:10:12,-39.421,-71.941,2830.00,550.00,66.92,2.32,0.990,12.60,818.62,425.35,555.78,319.79,503.69,0.01,0.01,0.00,0.00,0.00,0.1590,0.2780,0.2810,0.3360,0.3561,Na  
31487,202,26/02/13,16:10:26,-39.421,-71.941,2830.00,550.00,66.94,2.32,0.990,12.60,827.69,425.88,558.12,318.85,500.97,0.00,0.00,0.00,0.00,0.00,0.1541,0.2774,0.2791,0.3372,0.3584,Na  
31487,203,26/02/13,16:10:41,-39.421,-71.941,2830.00,550.00,66.95,2.32,0.990,12.60,848.82,427.96,558.91,315.89,495.08,0.00,0.00,0.00,0.00,0.00,0.1432,0.2752,0.2784,0.3411,0.3634,Na  
31487,204,26/02/13,16:10:55,-39.421,-71.941,2830.00,550.00,66.96,2.32,0.990,12.60,838.54,422.78,554.60,312.50,488.75,0.00,0.00,0.00,0.00,0.00,0.1483,0.2803,0.2817,0.3457,0.3688,Na  
31487,205,26/02/13,16:11:11,-39.421,-71.941,2830.00,550.00,66.97,2.32,0.990,12.60,826.63,411.98,546.48,305.05,473.91,0.01,0.00,0.00,0.00,0.00,0.1544,0.2913,0.2879,0.3560,0.3820,Na  
31487,206,26/02/13,16:11:25,-39.421,-71.941,2830.00,550.00,66.98,2.32,0.990,12.60,813.06,404.16,539.86,299.70,464.38,0.01,0.01,0.00,0.00,0.00,0.1614,0.2995,0.2931,0.3635,0.3906,Na  
31487,207,26/02/13,16:11:40,-39.421,-71.941,2830.00,550.00,66.99,2.33,0.990,12.60,778.38,386.25,524.56,288.84,444.73,0.00,0.00,0.00,0.00,0.01,0.1800,0.3188,0.3054,0.3793,0.4091,Na  
31487,208,26/02/13,16:11:55,-39.421,-71.941,2830.00,550.00,67.01,2.33,0.990,12.60,757.60,371.62,508.62,276.97,423.32,0.01,0.01,0.00,0.00,0.00,0.1916,0.3353,0.3186,0.3972,0.4302,Na  
31487,209,26/02/13,16:12:11,-39.421,-71.941,2830.00,550.00,67.02,2.33,0.990,12.60,737.58,357.29,491.46,264.33,400.73,0.01,0.01,0.00,0.00,0.00,0.2029,0.3521,0.3332,0.4172,0.4537,Na  
31487,210,26/02/13,16:12:26,-39.421,-71.941,2830.00,550.00,67.03,2.33,0.990,12.60,664.98,325.00,460.99,244.09,366.34,0.01,0.01,0.00,0.01,0.01,0.2474,0.3927,0.3606,0.4513,0.4921,Na  
31487,211,26/02/13,16:12:40,-39.421,-71.941,2830.00,550.00,67.04,2.33,0.990,12.60,646.25,310.55,443.00,230.97,344.88,0.00,0.00,0.01,0.01,0.01,0.2595,0.4121,0.3776,0.4749,0.5179,Na  
31487,212,26/02/13,16:12:55,-39.421,-71.941,2830.00,550.00,67.05,2.33,0.990,12.60,601.19,286.65,415.15,212.30,315.99,0.01,0.01,0.01,0.01,0.01,0.2904,0.4463,0.4054,0.5110,0.5553,Na  
31487,213,26/02/13,16:13:11,-39.421,-71.941,2830.00,550.00,67.07,2.33,0.990,12.60,931.15,577.57,749.13,463.00,703.72,0.30,0.34,0.28,0.34,0.35,0.1024,0.1454,0.1518,0.1760,0.2114,Na  
31487,214,26/02/13,16:13:26,-39.421,-71.941,2830.00,550.00,67.08,2.33,0.990,12.70,1174.43,715.31,897.80,546.79,835.19,0.01,0.03,0.03,0.05,0.04,0.0027,0.0535,0.0741,0.1046,0.1378,Na  
31487,215,26/02/13,16:13:41,-39.421,-71.941,2830.00,550.00,67.09,2.33,0.990,12.70,1111.59,657.65,843.86,505.64,778.97,0.00,0.01,0.00,0.00,0.00,0.0262,0.0895,0.1006,0.1381,0.1677,Na  
31487,216,26/02/13,16:13:55,-39.421,-71.941,2830.00,550.00,67.10,2.33,0.990,12.70,1060.10,622.88,814.33,484.84,750.92,0.03,0.01,0.00,0.00,0.01,0.0465,0.1127,0.1159,0.1561,0.1834,Na  
31487,217,26/02/13,16:14:12,-39.421,-71.941,2830.00,550.00,67.12,2.33,0.990,12.70,1123.83,634.03,806.67,475.63,733.89,0.01,0.01,0.00,0.00,0.00,0.0214,0.1050,0.1199,0.1643,0.1932,Na  
31487,218,26/02/13,16:14:26,-39.421,-71.941,2830.00,550.00,67.13,2.33,0.990,12.70,1088.95,606.17,780.02,457.59,705.78,0.00,0.00,0.00,0.00,0.00,0.0348,0.1242,0.1343,0.1808,0.2098,Na  
31487,219,26/02/13,16:14:41,-39.421,-71.941,2830.00,550.00,67.14,2.33,0.990,12.70,1064.55,581.71,751.95,439.21,675.07,0.01,0.00,0.00,0.00,0.00,0.0444,0.1418,0.1499,0.1983,0.2289,Na  
31487,220,26/02/13,16:14:55,-39.421,-71.941,2830.00,550.00,67.15,2.33,0.990,12.70,1012.76,548.52,720.89,417.73,640.86,0.01,0.01,0.00,0.00,0.01,0.0657,0.1669,0.1680,0.2198,0.2511,Na  
31487,221,26/02/13,16:15:11,-39.421,-71.941,2830.00,550.00,67.17,2.33,0.990,12.70,983.13,523.32,690.39,396.68,606.02,0.00,0.00,0.00,0.00,0.00,0.0784,0.1870,0.1864,0.2418,0.2749,Na  
31487,222,26/02/13,16:15:25,-39.421,-71.941,2830.00,550.00,67.18,2.33,0.990,12.70,929.26,488.68,651.43,369.67,561.72,0.01,0.00,0.00,0.01,0.01,0.1024,0.2162,0.2113,0.2720,0.3074,Na  
31487,223,26/02/13,16:15:40,-39.421,-71.941,2830.00,550.00,67.19,2.34,0.990,12.70,882.24,460.32,619.95,348.57,527.98,0.01,0.00,0.01,0.01,0.01,0.1246,0.2417,0.2324,0.2971,0.3338,Na  
