SN,No,DATE,TIME,LATITUDE,LONGITUDE,ALTITUDE,PRESSURE,SZA,AM,SDCORR,TEMP,SIG380,SIG440,SIG675,SIG870,SIG1020,STD380,STD440,STD675,STD870,STD1020,AOT380,AOT440,AOT675,AOT870,AOT1020,WATER
31487,224,26/02/13,16:15:55,-39.421,-71.941,2830.00,550.00,67.20,2.34,0.990,12.70,828.56,428.87,582.48,323.93,488.72,0.00,0.00,0.00,0.01,0.01,0.1513,0.2719,0.2590,0.3284,0.3668,Na  
31487,225,26/02/13,16:16:11,-39.421,-71.941,2830.00,550.00,67.22,2.34,0.990,12.70,777.55,395.91,542.65,297.66,447.74,0.01,0.00,0.01,0.01,0.01,0.1784,0.3060,0.2892,0.3645,0.4042,Na  
31487,226,26/02/13,16:16:26,-39.421,-71.941,2830.00,550.00,67.23,2.34,0.990,12.70,738.28,367.32,505.31,273.58,411.47,0.01,0.01,0.01,0.01,0.01,0.2004,0.3380,0.3196,0.4004,0.4402,Na  
31487,227,26/02/13,16:16:40,-39.421,-71.941,2830.00,550.00,67.24,2.34,0.990,12.70,656.44,324.47,460.53,246.31,370.50,0.01,0.01,0.01,0.01,0.01,0.2506,0.3909,0.3592,0.4452,0.4849,Na  
31487,228,26/02/13,16:16:55,-39.421,-71.941,2830.00,550.00,67.25,2.34,0.990,12.70,601.94,290.51,421.05,221.63,334.14,0.01,0.01,0.01,0.01,0.01,0.2875,0.4380,0.3974,0.4902,0.5289,Na  
31487,229,26/02/13,16:17:11,-39.421,-71.941,2830.00,550.00,67.26,2.34,0.990,12.70,569.77,263.55,384.43,198.99,300.69,0.01,0.01,0.01,0.01,0.01,0.3108,0.4795,0.4362,0.5361,0.5739,Na  
31487,230,26/02/13,16:17:26,-39.421,-71.941,2830.00,550.00,67.28,2.34,0.990,12.70,505.61,227.17,344.22,175.31,266.27,0.02,0.02,0.01,0.01,0.01,0.3617,0.5428,0.4833,0.5901,0.6256,Na  
31487,231,26/02/13,16:17:41,-39.421,-71.941,2830.00,550.00,67.29,2.34,0.990,12.70,440.65,192.86,305.43,153.32,234.24,0.01,0.01,0.01,0.01,0.01,0.4203,0.6125,0.5342,0.6472,0.6802,Na  
31487,232,26/02/13,16:17:55,-39.421,-71.941,2830.00,550.00,67.30,2.34,0.990,12.70,389.94,163.42,270.52,132.75,204.45,0.02,0.02,0.01,0.01,0.01,0.4723,0.6830,0.5859,0.7085,0.7381,Na  
31487,233,26/02/13,16:18:12,-39.421,-71.941,2830.00,550.00,67.32,2.34,0.990,12.70,346.74,138.12,237.96,114.12,177.37,0.01,0.01,0.01,0.01,0.01,0.5222,0.7546,0.6404,0.7729,0.7985,Na  
31487,234,26/02/13,16:18:26,-39.421,-71.941,2830.00,550.00,67.33,2.34,0.990,12.70,308.85,115.59,208.01,96.93,152.17,0.01,0.01,0.01,0.01,0.01,0.5714,0.8303,0.6977,0.8423,0.8637,Na  
31487,235,26/02/13,16:18:41,-39.421,-71.941,2830.00,550.00,67.34,2.34,0.990,12.70,260.49,95.17,184.31,89.20,138.47,0.02,0.10,0.14,0.34,0.25,0.6438,0.9130,0.7491,0.8775,0.9037,Na  
31487,236,26/02/13,16:18:55,-39.421,-71.941,2830.00,550.00,67.35,2.34,0.990,12.70,1182.08,729.56,913.58,560.01,848.57,0.02,0.03,0.01,0.02,0.04,-0.0016,0.0439,0.0660,0.0937,0.1302,Na  
31487,237,26/02/13,16:19:12,-39.421,-71.941,2830.00,550.00,67.37,2.35,0.990,12.70,1155.77,692.78,885.01,533.24,824.75,0.00,0.00,0.00,0.00,0.00,0.0079,0.0659,0.0796,0.1145,0.1422,Na  
31487,238,26/02/13,16:19:27,-39.421,-71.941,2830.00,550.00,67.38,2.35,0.990,12.70,1141.34,669.23,858.37,512.48,793.00,0.01,0.00,0.00,0.00,0.01,0.0132,0.0806,0.0926,0.1314,0.1589,Na  
31487,239,26/02/13,16:19:41,-39.421,-71.941,2830.00,550.00,67.39,2.35,0.990,12.70,1105.68,639.36,828.53,491.69,759.84,0.02,0.01,0.01,0.00,0.00,0.0266,0.1000,0.1076,0.1490,0.1771,Na  
31487,240,26/02/13,16:19:56,-39.421,-71.941,2830.00,550.00,67.40,2.35,0.990,12.70,1046.34,601.14,793.99,468.58,723.77,0.01,0.00,0.00,0.00,0.00,0.0501,0.1262,0.1257,0.1695,0.1978,Na  
31487,241,26/02/13,16:20:11,-39.421,-71.941,2830.00,550.00,67.42,2.35,0.990,12.70,1046.61,584.16,764.32,446.13,686.61,0.00,0.00,0.00,0.00,0.00,0.0499,0.1383,0.1419,0.1904,0.2202,Na  
31487,242,26/02/13,16:20:26,-39.421,-71.941,2830.00,550.00,67.43,2.35,0.990,12.70,1023.43,558.57,730.26,421.81,646.98,0.00,0.01,0.00,0.00,0.01,0.0593,0.1573,0.1612,0.2142,0.2454,Na  
31487,243,26/02/13,16:20:40,-39.421,-71.941,2830.00,550.00,67.44,2.35,0.990,12.70,928.82,509.18,684.15,393.00,602.12,0.01,0.01,0.00,0.01,0.01,0.1005,0.1966,0.1890,0.2442,0.2759,Na  
31487,244,26/02/13,16:20:55,-39.421,-71.941,2830.00,550.00,67.45,2.35,0.990,12.70,889.83,478.51,646.06,366.67,559.89,0.01,0.01,0.01,0.01,0.01,0.1187,0.2230,0.2133,0.2737,0.3068,Na  
31487,245,26/02/13,16:21:12,-39.421,-71.941,2830.00,550.00,67.47,2.35,0.990,12.70,839.09,443.17,603.26,339.64,516.88,0.01,0.00,0.00,0.01,0.01,0.1435,0.2555,0.2424,0.3061,0.3407,Na  
31487,246,26/02/13,16:21:26,-39.421,-71.941,2830.00,550.00,67.48,2.35,0.990,12.70,798.86,412.48,562.68,312.59,475.28,0.01,0.01,0.01,0.01,0.01,0.1643,0.2859,0.2719,0.3413,0.3763,Na  
31487,247,26/02/13,16:21:41,-39.421,-71.941,2830.00,550.00,67.49,2.35,0.990,12.70,745.30,376.19,519.33,285.15,433.41,0.00,0.01,0.00,0.01,0.01,0.1937,0.3249,0.3059,0.3803,0.4153,Na  
31487,248,26/02/13,16:21:55,-39.421,-71.941,2830.00,550.00,67.50,2.35,0.990,12.70,693.89,341.22,477.04,258.76,394.03,0.00,0.01,0.01,0.01,0.01,0.2239,0.3663,0.3419,0.4215,0.4557,Na  
31487,249,26/02/13,16:22:12,-39.421,-71.941,2830.00,550.00,67.52,2.35,0.990,12.70,628.86,301.75,433.39,232.58,354.63,0.01,0.01,0.01,0.01,0.01,0.2656,0.4183,0.3825,0.4666,0.5003,Na  
31487,250,26/02/13,16:22:26,-39.421,-71.941,2830.00,550.00,67.53,2.35,0.990,12.70,569.21,266.09,392.73,208.13,317.84,0.01,0.01,0.01,0.01,0.01,0.3078,0.4716,0.4243,0.5137,0.5467,Na  
31487,251,26/02/13,16:22:41,-39.421,-71.941,2830.00,550.00,67.54,2.36,0.990,12.80,1107.47,693.51,875.85,556.97,843.70,0.09,0.09,0.08,0.11,0.11,0.0250,0.0646,0.0836,0.0955,0.1320,Na  
31487,252,26/02/13,16:22:56,-39.421,-71.941,2830.00,550.00,67.56,2.36,0.990,12.80,1093.34,612.39,766.33,451.70,696.80,0.00,0.00,0.00,0.00,0.00,0.0304,0.1174,0.1402,0.1844,0.2131,Na  
31487,253,26/02/13,16:23:12,-39.421,-71.941,2830.00,550.00,67.57,2.36,0.990,12.80,1073.67,590.33,745.18,435.84,672.71,0.01,0.00,0.00,0.00,0.00,0.0380,0.1329,0.1520,0.1995,0.2280,Na  
31487,254,26/02/13,16:23:27,-39.421,-71.941,2830.00,550.00,67.58,2.36,0.990,12.80,1060.58,576.80,731.11,426.07,657.83,0.00,0.00,0.00,0.00,0.00,0.0431,0.1426,0.1601,0.2091,0.2374,Na  
31487,255,26/02/13,16:23:41,-39.421,-71.941,2830.00,550.00,67.59,2.36,0.990,12.80,1002.32,543.88,705.24,409.71,631.91,0.00,0.00,0.00,0.00,0.00,0.0670,0.1675,0.1753,0.2256,0.2544,Na  
31487,256,26/02/13,16:23:56,-39.421,-71.941,2830.00,550.00,67.61,2.36,0.990,12.80,924.74,475.06,622.42,351.60,538.48,0.00,0.00,0.00,0.00,0.00,0.1010,0.2247,0.2282,0.2904,0.3222,Na  
31487,257,26/02/13,16:24:11,-39.421,-71.941,2830.00,550.00,67.62,2.36,0.990,12.80,872.48,447.61,596.59,334.75,509.79,0.01,0.00,0.00,0.00,0.00,0.1256,0.2498,0.2461,0.3111,0.3453,Na  
31487,258,26/02/13,16:24:26,-39.421,-71.941,2830.00,550.00,67.63,2.36,0.990,12.80,837.99,424.09,570.26,316.32,479.05,0.01,0.01,0.00,0.00,0.01,0.1425,0.2726,0.2651,0.3350,0.3715,Na  
31487,259,26/02/13,16:24:40,-39.421,-71.941,2830.00,550.00,67.65,2.36,0.990,12.80,781.05,394.09,540.05,295.78,444.92,0.01,0.01,0.01,0.01,0.01,0.1722,0.3035,0.2881,0.3634,0.4027,Na  
31487,260,26/02/13,16:32:39,-39.421,-71.941,2830.00,550.00,68.07,2.39,0.990,13.30,1197.95,781.40,975.18,643.61,976.00,0.02,0.01,0.01,0.01,0.02,-0.0114,0.0121,0.0372,0.0336,0.0692,Na  
31487,261,26/02/13,16:33:46,-39.421,-71.941,2830.00,550.00,68.13,2.39,0.990,13.60,1204.02,784.09,982.07,647.39,988.71,0.01,0.01,0.01,0.01,0.01,-0.0138,0.0104,0.0341,0.0311,0.0636,Na  
31487,262,26/02/13,16:33:57,-39.421,-71.941,2830.00,550.00,68.14,2.39,0.990,13.70,1214.25,784.84,987.99,643.94,984.20,0.01,0.00,0.00,0.01,0.01,-0.0174,0.0100,0.0316,0.0333,0.0655,Na  
31487,263,26/02/13,16:34:09,-39.421,-71.941,2830.00,550.00,68.15,2.39,0.990,13.70,1206.88,784.79,982.60,645.95,988.19,0.01,0.00,0.01,0.01,0.01,-0.0150,0.0100,0.0339,0.0320,0.0638,Na  
31487,264,26/02/13,16:34:20,-39.421,-71.941,2830.00,550.00,68.16,2.39,0.990,13.70,1211.02,786.09,982.36,649.90,991.96,0.01,0.00,0.01,0.01,0.01,-0.0164,0.0092,0.0339,0.0294,0.0622,Na  
31487,265,26/02/13,16:34:30,-39.421,-71.941,2830.00,550.00,68.17,2.39,0.990,13.80,1210.85,785.79,980.19,648.18,989.15,0.01,0.00,0.01,0.01,0.01,-0.0164,0.0094,0.0349,0.0305,0.0634,Na  
31487,266,26/02/13,16:34:41,-39.421,-71.941,2830.00,550.00,68.18,2.39,0.990,13.80,1219.05,783.55,985.38,644.61,981.44,0.01,0.00,0.01,0.01,0.01,-0.0193,0.0105,0.0326,0.0328,0.0666,Na  
31487,267,26/02/13,16:34:53,-39.421,-71.941,2830.00,550.00,68.19,2.39,0.990,13.90,1200.94,786.70,980.49,650.62,994.01,0.01,0.00,0.01,0.00,0.01,-0.0131,0.0088,0.0347,0.0289,0.0613,Na  
31487,268,26/02/13,16:35:06,-39.421,-71.941,2830.00,550.00,68.20,2.39,0.990,13.90,1215.25,786.87,984.20,649.78,991.14,0.01,0.00,0.01,0.00,0.01,-0.0181,0.0087,0.0331,0.0295,0.0625,Na  
31487,269,26/02/13,16:35:17,-39.421,-71.941,2830.00,550.00,68.21,2.39,0.990,13.90,1209.43,786.35,983.60,649.29,990.43,0.01,0.00,0.01,0.01,0.01,-0.0162,0.0089,0.0333,0.0298,0.0628,Na  
31487,270,26/02/13,16:35:28,-39.421,-71.941,2830.00,550.00,68.22,2.40,0.990,13.90,1204.01,786.25,980.28,649.04,990.19,0.01,0.00,0.01,0.01,0.01,-0.0144,0.0089,0.0347,0.0299,0.0629,Na  
31487,271,26/02/13,16:35:39,-39.421,-71.941,2830.00,550.00,68.23,2.40,0.990,14.00,1213.90,784.83,981.97,644.00,981.17,0.01,0.00,0.01,0.01,0.01,-0.0178,0.0097,0.0340,0.0332,0.0667,Na  
31487,272,26/02/13,16:35:50,-39.421,-71.941,2830.00,550.00,68.24,2.40,0.990,14.00,1202.52,787.02,983.06,651.61,993.40,0.01,0.00,0.00,0.00,0.01,-0.0140,0.0085,0.0335,0.0283,0.0615,Na  
31487,273,26/02/13,16:36:01,-39.421,-71.941,2830.00,550.00,68.25,2.40,0.990,14.00,1208.83,786.46,982.80,650.55,992.53,0.01,0.00,0.00,0.00,0.01,-0.0162,0.0087,0.0336,0.0289,0.0618,Na  
31487,274,26/02/13,16:36:15,-39.421,-71.941,2830.00,550.00,68.26,2.40,0.990,14.00,1213.31,786.12,987.30,649.48,993.57,0.01,0.00,0.00,0.00,0.00,-0.0178,0.0089,0.0317,0.0296,0.0614,Na  
31487,275,26/02/13,16:36:27,-39.421,-71.941,2830.00,550.00,68.27,2.40,0.990,14.00,1197.36,786.46,977.95,650.95,992.45,0.01,0.00,0.01,0.00,0.01,-0.0124,0.0086,0.0356,0.0286,0.0618,Na  
31487,276,26/02/13,16:36:38,-39.421,-71.941,2830.00,550.00,68.28,2.40,0.990,14.00,1212.99,787.03,979.06,650.57,992.15,0.01,0.00,0.01,0.00,0.00,-0.0178,0.0083,0.0352,0.0289,0.0619,Na  
31487,277,26/02/13,16:36:49,-39.421,-71.941,2830.00,550.00,68.29,2.40,0.990,14.00,1213.39,787.03,983.37,649.75,991.03,0.01,0.00,0.01,0.00,0.00,-0.0180,0.0083,0.0333,0.0294,0.0624,Na  
31487,278,26/02/13,16:37:02,-39.421,-71.941,2830.00,550.00,68.31,2.40,0.990,14.10,1215.15,786.61,983.43,649.37,992.38,0.01,0.00,0.01,0.01,0.01,-0.0187,0.0084,0.0333,0.0296,0.0618,Na  
31487,279,26/02/13,16:37:13,-39.421,-71.941,2830.00,550.00,68.32,2.40,0.990,14.10,1217.07,786.01,983.25,650.45,993.22,0.01,0.00,0.01,0.00,0.01,-0.0194,0.0087,0.0333,0.0289,0.0614,Na  
31487,280,26/02/13,16:37:24,-39.421,-71.941,2830.00,550.00,68.33,2.40,0.990,14.10,1216.62,786.98,987.42,649.89,994.12,0.00,0.00,0.00,0.00,0.00,-0.0193,0.0082,0.0316,0.0293,0.0610,Na  
31487,281,26/02/13,17:30:17,-39.421,-71.941,2830.00,550.00,71.55,2.65,0.990,15.10,295.93,241.20,277.69,207.56,268.52,0.13,0.11,0.11,0.13,0.50,0.4940,0.4418,0.5056,0.4568,0.5493,Na  
31487,282,26/02/13,17:30:32,-39.421,-71.941,2830.00,550.00,71.57,2.65,0.990,15.00,236.19,199.51,235.06,179.99,284.15,0.03,0.02,0.02,0.02,0.02,0.5787,0.5131,0.5682,0.5104,0.5276,Na  
31487,283,26/02/13,17:30:46,-39.421,-71.941,2830.00,550.00,71.58,2.65,0.990,15.00,348.29,305.18,359.72,269.46,408.92,0.45,0.37,0.36,0.41,0.38,0.4317,0.3524,0.4074,0.3579,0.3900,Na  
31487,284,26/02/13,17:31:03,-39.421,-71.941,2830.00,550.00,71.60,2.65,0.990,15.00,1104.65,749.68,928.02,619.16,937.60,0.00,0.00,0.00,0.00,0.00,-0.0039,0.0133,0.0498,0.0440,0.0769,Na  
31487,285,26/02/13,17:31:18,-39.421,-71.941,2830.00,550.00,71.62,2.65,0.990,15.00,1071.63,732.65,913.99,610.60,926.03,0.01,0.00,0.00,0.00,0.00,0.0074,0.0219,0.0555,0.0492,0.0815,Na  
31487,286,26/02/13,17:31:32,-39.421,-71.941,2830.00,550.00,71.63,2.66,0.990,15.00,1066.88,722.41,898.44,597.70,905.43,0.00,0.00,0.00,0.00,0.00,0.0090,0.0271,0.0619,0.0572,0.0900,Na  
31487,287,26/02/13,17:31:47,-39.421,-71.941,2830.00,550.00,71.65,2.66,0.990,14.90,1058.21,707.79,874.36,579.41,878.27,0.00,0.00,0.00,0.00,0.00,0.0119,0.0347,0.0721,0.0689,0.1014,Na  
31487,288,26/02/13,17:32:02,-39.421,-71.941,2830.00,550.00,71.66,2.66,0.990,14.90,1011.77,676.49,841.52,556.35,843.84,0.00,0.00,0.00,0.00,0.00,0.0286,0.0516,0.0864,0.0841,0.1164,Na  
31487,289,26/02/13,17:32:17,-39.421,-71.941,2830.00,550.00,71.68,2.66,0.990,14.90,970.95,645.65,804.56,531.42,806.02,0.01,0.01,0.00,0.00,0.00,0.0440,0.0691,0.1033,0.1013,0.1335,Na  
31487,290,26/02/13,17:32:31,-39.421,-71.941,2830.00,550.00,71.70,2.66,0.990,14.80,895.71,596.98,755.53,498.65,757.07,0.00,0.00,0.00,0.00,0.00,0.0741,0.0984,0.1268,0.1251,0.1570,Na  
31487,291,26/02/13,17:32:46,-39.421,-71.941,2830.00,550.00,71.71,2.66,0.990,14.80,869.98,576.18,728.40,478.66,726.38,0.01,0.00,0.00,0.00,0.00,0.0849,0.1116,0.1405,0.1404,0.1724,Na  
31487,292,26/02/13,17:33:03,-39.421,-71.941,2830.00,550.00,71.73,2.66,0.990,14.80,802.68,535.84,684.85,449.45,681.10,0.01,0.01,0.00,0.01,0.01,0.1149,0.1387,0.1635,0.1640,0.1965,Na  
31487,293,26/02/13,17:33:17,-39.421,-71.941,2830.00,550.00,71.75,2.67,0.990,14.70,749.67,501.73,645.62,422.93,639.36,0.01,0.01,0.00,0.01,0.01,0.1403,0.1632,0.1855,0.1867,0.2201,Na  
31487,294,26/02/13,17:33:32,-39.421,-71.941,2830.00,550.00,71.76,2.67,0.990,14.70,669.28,455.82,600.07,391.96,592.36,0.02,0.01,0.01,0.01,0.01,0.1826,0.1990,0.2128,0.2151,0.2486,Na  
31487,295,26/02/13,17:33:46,-39.421,-71.941,2830.00,550.00,71.78,2.67,0.990,14.70,618.23,422.46,559.87,364.81,548.36,0.01,0.01,0.01,0.01,0.01,0.2121,0.2273,0.2387,0.2418,0.2774,Na  
31487,296,26/02/13,17:34:03,-39.421,-71.941,2830.00,550.00,71.80,2.67,0.990,14.60,560.74,386.49,519.24,337.25,505.24,0.00,0.00,0.00,0.01,0.01,0.2484,0.2604,0.2667,0.2711,0.3078,Na  
31487,297,26/02/13,17:34:17,-39.421,-71.941,2830.00,550.00,71.81,2.67,0.990,14.60,504.07,348.24,475.02,307.22,456.98,0.01,0.01,0.01,0.01,0.01,0.2880,0.2992,0.2999,0.3058,0.3452,Na  
31487,298,26/02/13,17:34:32,-39.421,-71.941,2830.00,550.00,71.83,2.67,0.990,14.60,1154.95,744.62,946.27,602.21,913.53,0.03,0.03,0.03,0.03,0.03,-0.0224,0.0147,0.0419,0.0539,0.0860,Na  
31487,299,26/02/13,17:34:47,-39.421,-71.941,2830.00,550.00,71.85,2.68,0.990,14.50,1105.13,704.66,893.06,565.58,859.04,0.00,0.00,0.00,0.00,0.00,-0.0061,0.0352,0.0635,0.0774,0.1089,Na  
31487,300,26/02/13,17:35:03,-39.421,-71.941,2830.00,550.00,71.87,2.68,0.990,14.50,1059.93,670.58,851.02,537.07,816.14,0.00,0.00,0.00,0.00,0.00,0.0094,0.0536,0.0815,0.0966,0.1280,Na  
31487,301,26/02/13,17:35:18,-39.421,-71.941,2830.00,550.00,71.88,2.68,0.990,14.40,1017.98,639.73,814.24,511.89,779.15,0.00,0.00,0.00,0.00,0.00,0.0243,0.0711,0.0979,0.1145,0.1452,Na  
31487,302,26/02/13,17:35:32,-39.421,-71.941,2830.00,550.00,71.90,2.68,0.990,14.40,954.85,593.97,762.71,477.50,728.36,0.01,0.01,0.01,0.01,0.01,0.0481,0.0987,0.1222,0.1404,0.1703,Na  
31487,303,26/02/13,17:35:47,-39.421,-71.941,2830.00,550.00,71.92,2.68,0.990,14.40,896.79,553.75,719.73,448.81,686.52,0.01,0.01,0.01,0.01,0.01,0.0713,0.1247,0.1438,0.1634,0.1922,Na  
31487,304,26/02/13,17:36:02,-39.421,-71.941,2830.00,550.00,71.93,2.68,0.990,14.30,842.53,518.30,683.73,424.26,650.43,0.00,0.01,0.00,0.01,0.01,0.0943,0.1492,0.1628,0.1843,0.2123,Na  
31487,305,26/02/13,17:36:17,-39.421,-71.941,2830.00,550.00,71.95,2.68,0.990,14.30,783.00,477.74,638.04,394.00,604.58,0.01,0.01,0.01,0.01,0.01,0.1214,0.1794,0.1885,0.2117,0.2394,Na  
31487,306,26/02/13,17:36:31,-39.421,-71.941,2830.00,550.00,71.96,2.69,0.990,14.20,721.25,438.78,596.53,366.98,563.24,0.00,0.01,0.01,0.00,0.01,0.1518,0.2109,0.2134,0.2380,0.2656,Na  
31487,307,26/02/13,17:36:46,-39.421,-71.941,2830.00,550.00,71.98,2.69,0.990,14.20,664.34,404.15,559.32,343.01,526.21,0.01,0.01,0.01,0.01,0.01,0.1822,0.2413,0.2372,0.2630,0.2907,Na  
31487,308,26/02/13,17:37:03,-39.421,-71.941,2830.00,550.00,72.00,2.69,0.990,14.20,598.71,358.53,509.26,310.00,475.52,0.01,0.01,0.01,0.01,0.01,0.2206,0.2855,0.2719,0.3004,0.3282,Na  
31487,309,26/02/13,17:37:17,-39.421,-71.941,2830.00,550.00,72.02,2.69,0.990,14.10,537.82,319.81,464.88,281.59,430.49,0.01,0.00,0.00,0.01,0.00,0.2601,0.3278,0.3056,0.3360,0.3650,Na  
31487,310,26/02/13,17:37:32,-39.421,-71.941,2830.00,550.00,72.03,2.69,0.990,14.10,497.35,293.79,435.29,262.46,400.42,0.01,0.01,0.00,0.01,0.01,0.2889,0.3590,0.3298,0.3619,0.3916,Na  
31487,311,26/02/13,17:37:46,-39.421,-71.941,2830.00,550.00,72.05,2.69,0.990,14.10,430.23,249.40,382.65,228.58,345.70,0.01,0.01,0.01,0.01,0.01,0.3424,0.4195,0.3775,0.4130,0.4459,Na  
31487,312,26/02/13,17:38:03,-39.421,-71.941,2830.00,550.00,72.07,2.70,0.990,14.00,367.40,209.14,332.92,196.98,294.54,0.01,0.02,0.01,0.01,0.01,0.4006,0.4844,0.4288,0.4679,0.5050,Na  
31487,313,26/02/13,17:38:17,-39.421,-71.941,2830.00,550.00,72.08,2.70,0.990,14.00,1203.56,720.35,902.91,546.66,830.40,0.00,0.00,0.00,0.00,0.00,-0.0396,0.0257,0.0587,0.0893,0.1206,Na  
31487,314,26/02/13,17:38:32,-39.421,-71.941,2830.00,550.00,72.10,2.70,0.990,14.00,1173.82,708.89,900.46,545.34,831.28,0.00,0.00,0.00,0.00,0.00,-0.0305,0.0315,0.0597,0.0901,0.1201,Na  
31487,315,26/02/13,17:38:47,-39.421,-71.941,2830.00,550.00,72.12,2.70,0.990,13.90,1191.02,713.61,901.60,544.37,830.87,0.00,0.00,0.00,0.00,0.00,-0.0360,0.0290,0.0592,0.0907,0.1202,Na  
31487,316,26/02/13,17:39:03,-39.421,-71.941,2830.00,550.00,72.14,2.70,0.990,13.90,1179.86,705.29,896.02,539.88,825.68,0.00,0.00,0.00,0.00,0.00,-0.0326,0.0332,0.0614,0.0937,0.1224,Na  
31487,317,26/02/13,17:39:18,-39.421,-71.941,2830.00,550.00,72.15,2.70,0.990,13.90,1174.13,697.99,888.69,533.82,816.91,0.00,0.00,0.00,0.00,0.00,-0.0310,0.0370,0.0644,0.0978,0.1263,Na  
31487,318,26/02/13,17:39:32,-39.421,-71.941,2830.00,550.00,72.17,2.71,0.990,13.80,1143.68,680.84,875.32,524.89,803.34,0.00,0.00,0.00,0.00,0.00,-0.0214,0.0460,0.0700,0.1040,0.1324,Na  
31487,319,26/02/13,17:39:47,-39.421,-71.941,2830.00,550.00,72.19,2.71,0.990,13.80,1121.76,666.16,859.81,513.89,785.82,0.00,0.00,0.00,0.00,0.00,-0.0144,0.0540,0.0765,0.1118,0.1405,Na  
31487,320,26/02/13,17:40:03,-39.421,-71.941,2830.00,550.00,72.20,2.71,0.990,13.80,1113.69,653.87,839.15,498.83,761.48,0.00,0.00,0.00,0.00,0.00,-0.0118,0.0607,0.0854,0.1227,0.1520,Na  
31487,321,26/02/13,17:40:18,-39.421,-71.941,2830.00,550.00,72.22,2.71,0.990,13.80,1071.66,625.25,806.82,476.55,726.67,0.00,0.00,0.00,0.00,0.00,0.0022,0.0771,0.0999,0.1394,0.1692,Na  
31487,322,26/02/13,17:40:33,-39.421,-71.941,2830.00,550.00,72.24,2.71,0.990,13.70,1019.76,593.10,772.65,454.34,693.01,0.00,0.00,0.00,0.00,0.00,0.0204,0.0965,0.1157,0.1569,0.1865,Na  
31487,323,26/02/13,17:40:47,-39.421,-71.941,2830.00,550.00,72.25,2.71,0.990,13.70,979.37,562.68,735.80,430.16,657.07,0.00,0.00,0.00,0.00,0.00,0.0351,0.1157,0.1337,0.1770,0.2061,Na  
31487,324,26/02/13,17:41:03,-39.421,-71.941,2830.00,550.00,72.27,2.72,0.990,13.70,922.14,523.22,690.52,401.64,614.95,0.00,0.00,0.00,0.00,0.00,0.0571,0.1424,0.1569,0.2021,0.2303,Na  
31487,325,26/02/13,17:41:17,-39.421,-71.941,2830.00,550.00,72.29,2.72,0.990,13.70,856.95,481.72,647.20,374.93,576.15,0.01,0.01,0.01,0.01,0.01,0.0839,0.1726,0.1807,0.2273,0.2542,Na  
31487,326,26/02/13,17:41:32,-39.421,-71.941,2830.00,550.00,72.30,2.72,0.990,13.60,795.99,442.44,606.51,350.62,540.33,0.00,0.00,0.00,0.00,0.00,0.1108,0.2037,0.2044,0.2518,0.2776,Na  
31487,327,26/02/13,17:41:46,-39.421,-71.941,2830.00,550.00,72.32,2.72,0.990,13.60,743.52,403.27,561.64,322.58,497.84,0.01,0.01,0.00,0.01,0.00,0.1357,0.2376,0.2326,0.2823,0.3075,Na  
31487,328,26/02/13,17:42:03,-39.421,-71.941,2830.00,550.00,72.34,2.72,0.990,13.60,692.00,366.71,519.44,296.94,458.85,0.01,0.01,0.01,0.01,0.01,0.1618,0.2722,0.2611,0.3125,0.3373,Na  
31487,329,26/02/13,17:42:18,-39.421,-71.941,2830.00,550.00,72.36,2.72,0.990,13.60,646.44,336.58,484.85,276.18,427.13,0.01,0.01,0.01,0.01,0.01,0.1866,0.3034,0.2862,0.3389,0.3634,Na  
31487,330,26/02/13,17:42:32,-39.421,-71.941,2830.00,550.00,72.37,2.73,0.990,13.60,583.29,295.27,436.76,247.40,381.66,0.01,0.01,0.01,0.01,0.01,0.2240,0.3512,0.3243,0.3791,0.4044,Na  
31487,331,26/02/13,17:42:47,-39.421,-71.941,2830.00,550.00,72.39,2.73,0.990,13.50,542.99,269.15,405.20,228.33,351.28,0.01,0.01,0.01,0.01,0.01,0.2500,0.3849,0.3516,0.4083,0.4346,Na  
31487,332,26/02/13,17:43:03,-39.421,-71.941,2830.00,550.00,72.41,2.73,0.990,13.50,1189.31,742.26,944.83,584.13,891.65,0.01,0.00,0.00,0.00,0.00,-0.0376,0.0129,0.0412,0.0639,0.0930,Na  
31487,333,26/02/13,17:43:18,-39.421,-71.941,2830.00,550.00,72.42,2.73,0.990,13.50,1150.25,716.46,912.18,561.90,856.86,0.00,0.00,0.00,0.00,0.01,-0.0255,0.0257,0.0540,0.0780,0.1075,Na  
31487,334,26/02/13,17:43:32,-39.421,-71.941,2830.00,550.00,72.44,2.73,0.990,13.50,1040.29,644.88,832.00,509.57,777.59,0.00,0.00,0.00,0.00,0.00,0.0111,0.0642,0.0876,0.1137,0.1430,Na  
31487,335,26/02/13,17:43:47,-39.421,-71.941,2830.00,550.00,72.46,2.73,0.990,13.40,1009.19,619.32,800.41,488.19,745.63,0.00,0.00,0.00,0.00,0.00,0.0221,0.0788,0.1017,0.1293,0.1583,Na  
31487,336,26/02/13,17:44:03,-39.421,-71.941,2830.00,550.00,72.48,2.74,0.990,13.40,959.78,580.31,753.42,456.76,699.47,0.00,0.01,0.01,0.01,0.01,0.0403,0.1025,0.1238,0.1536,0.1815,Na  
