SN,No,DATE,TIME,LATITUDE,LONGITUDE,ALTITUDE,PRESSURE,SZA,AM,SDCORR,TEMP,ID,SIG380,SIG440,SIG675,SIG870,SIG1020,STD380,STD440,STD675,STD870,STD1020,0.38,0.44,0.675,0.87,1.02,WATER,,-0.967584026,-0.820980552,-0.393042588,-0.139262067,0.019802627,slope,intercept,alpha,beta
31487,74,3/25/13,20:22:38,10.017,-83.766,3308,723,40.95,1.323,0.996,20.6,99,1079.43,708.13,890.8,600.6,939.96,0.004,0.004,0.005,0.004,0.005,0.171,0.156,0.142,0.113,0.151,Na  ,,-1.766091722,-1.857899272,-1.951928221,-2.18036746,-1.890475442,-0.237114486,-2.038475669,0.237114486,0.130227069
31487,75,3/25/13,20:22:53,10.017,-83.766,3308,723,41.01,1.324,0.996,20.6,99,1052.7,700.65,868.2,591.73,926.17,0.003,0.004,0.003,0.003,0.003,0.19,0.163,0.162,0.124,0.162,Na  ,,-1.660731207,-1.814005078,-1.820158944,-2.087473713,-1.820158944,-0.232805797,-1.947645906,0.232805797,0.142609393
31487,76,3/25/13,20:23:09,10.017,-83.766,3308,723,41.07,1.325,0.996,20.6,99,1023.1,694.58,849.99,585.44,918.9,0.003,0.004,0.003,0.003,0.004,0.211,0.17,0.177,0.132,0.168,Na  ,,-1.555897146,-1.771956842,-1.731605546,-2.024953356,-1.7837913,-0.267109879,-1.896568363,0.267109879,0.150082766
31487,77,3/25/13,20:23:24,10.017,-83.766,3308,723,41.13,1.326,0.996,20.6,99,997.86,689.01,829.61,579.5,908.62,0.005,0.007,0.004,0.004,0.003,0.229,0.175,0.195,0.139,0.176,Na  ,,-1.474033275,-1.742969305,-1.63475572,-1.973281346,-1.737271284,-0.276169738,-1.839559178,0.276169738,0.158887452
31487,78,3/25/13,20:23:38,10.017,-83.766,3308,723,41.19,1.328,0.996,20.6,99,875.62,624.34,759.42,544.48,856.61,0.012,0.009,0.009,0.008,0.009,0.327,0.249,0.262,0.186,0.22,Na  ,,-1.117795108,-1.390302383,-1.339410775,-1.682008605,-1.514127733,-0.39682904,-1.591354931,0.39682904,0.203649494
31487,79,3/25/13,20:23:53,10.017,-83.766,3308,723,41.25,1.329,0.996,20.7,99,681.72,534.24,706.05,521.36,829.62,0.008,0.008,0.011,0.012,0.011,0.515,0.366,0.316,0.218,0.244,Na  ,,-0.663588378,-1.005121946,-1.152013065,-1.523260216,-1.410587054,-0.749919426,-1.496037042,0.749919426,0.22401617
31487,80,3/25/13,20:24:10,10.017,-83.766,3308,723,41.32,1.33,0.996,20.7,99,765.5,585.51,715.28,527.39,834.16,0.065,0.045,0.017,0.009,0.008,0.427,0.297,0.306,0.21,0.24,Na  ,,-0.850971266,-1.21402314,-1.184170177,-1.560647748,-1.427116356,-0.545453106,-1.498410523,0.545453106,0.223485102
31487,81,3/25/13,20:24:24,10.017,-83.766,3308,723,41.38,1.331,0.996,20.7,99,1104.02,714.01,923.07,611.77,954.01,0.006,0.004,0.004,0.004,0.003,0.151,0.147,0.114,0.098,0.139,Na  ,,-1.890475442,-1.917322692,-2.171556831,-2.3227878,-1.973281346,-0.258704775,-2.174144206,0.258704775,0.11370542
31487,82,3/25/13,20:24:39,10.017,-83.766,3308,723,41.44,1.333,0.996,20.8,99,1104.39,719.36,921.59,612.89,959.4,0.004,0.004,0.006,0.005,0.004,0.151,0.141,0.115,0.096,0.135,Na  ,,-1.890475442,-1.958995389,-2.162823151,-2.343407088,-2.002480501,-0.265614426,-2.193875611,0.265614426,0.111483842
31487,83,3/25/13,20:24:53,10.017,-83.766,3308,723,41.49,1.334,0.996,20.8,99,1095.97,719.11,915.52,614.99,960.42,0.006,0.006,0.006,0.004,0.004,0.156,0.141,0.12,0.094,0.134,Na  ,,-1.857899272,-1.958995389,-2.120263536,-2.364460497,-2.009915479,-0.298688121,-2.199767087,0.298688121,0.110828969
31487,84,3/25/13,20:25:10,10.017,-83.766,3308,723,41.56,1.335,0.996,20.8,99,1084.25,715.99,900.32,611.46,956.67,0.004,0.006,0.006,0.005,0.005,0.164,0.144,0.133,0.098,0.136,Na  ,,-1.807888851,-1.937941979,-2.017406151,-2.3227878,-1.995100393,-0.306370685,-2.157220905,0.306370685,0.115646066
31487,85,3/25/13,20:25:24,10.017,-83.766,3308,723,41.62,1.336,0.996,20.9,99,1048.63,705.35,880.34,605.69,947.59,0.025,0.018,0.008,0.008,0.005,0.188,0.155,0.149,0.105,0.143,Na  ,,-1.671313316,-1.864330162,-1.903808973,-2.253794929,-1.944910649,-0.36424065,-2.095260005,0.36424065,0.123038249
31487,86,3/25/13,20:25:39,10.017,-83.766,3308,723,41.68,1.338,0.996,20.9,99,430.88,395.2,715.01,539.51,868.04,0.049,0.033,0.014,0.008,0.005,0.853,0.588,0.305,0.191,0.209,Na  ,,-0.158995731,-0.531028331,-1.187443502,-1.655481851,-1.565421027,-1.502753437,-1.711261239,1.502753437,0.180637821
31487,87,3/25/13,20:25:54,10.017,-83.766,3308,723,41.74,1.339,0.996,20.9,99,233.79,252.57,594.31,472.31,778.93,0.165,0.124,0.022,0.014,0.011,1.308,0.922,0.442,0.291,0.29,Na  ,,0.268499253,-0.081210055,-0.816445397,-1.234432012,-1.237874356,-1.588063617,-1.351140545,1.588063617,0.258944754
31487,88,3/25/13,20:26:09,10.017,-83.766,3308,723,41.8,1.34,0.996,21,99,313.52,302.67,662.27,496.79,809.81,0.028,0.012,0.008,0.011,0.009,1.088,0.786,0.361,0.253,0.26,Na  ,,0.084341148,-0.240798487,-1.018877321,-1.37436579,-1.347073648,-1.532814749,-1.484776586,1.532814749,0.22655295
31487,89,3/25/13,20:26:24,10.017,-83.766,3308,723,41.86,1.341,0.996,21,99,566.99,455.31,772.46,549.39,879.28,0.015,0.012,0.008,0.007,0.007,0.645,0.48,0.246,0.177,0.199,Na  ,,-0.438504962,-0.733969175,-1.402423743,-1.731605546,-1.614450454,-1.292389863,-1.778965807,1.292389863,0.168812642
31487,90,3/25/13,20:26:38,10.017,-83.766,3308,723,41.92,1.343,0.996,21,99,589.2,461.26,758.52,542.33,864.76,0.154,0.106,0.038,0.024,0.016,0.615,0.47,0.259,0.187,0.211,Na  ,,-0.486133011,-0.755022584,-1.350927217,-1.676646662,-1.555897146,-1.180793043,-1.708342012,1.180793043,0.181165915
31487,91,3/25/13,20:26:53,10.017,-83.766,3308,723,41.98,1.344,0.996,21.1,99,227.96,251.23,627.22,494.55,814.13,0.028,0.018,0.005,0.006,0.005,1.321,0.922,0.401,0.255,0.256,Na  ,,0.278389026,-0.081210055,-0.913793852,-1.366491734,-1.362577835,-1.744919295,-1.492171994,1.744919295,0.224883679
31487,92,3/25/13,20:27:09,10.017,-83.766,3308,723,42.05,1.345,0.996,21.1,99,531.98,444.91,742.56,542.61,868.91,0.049,0.035,0.014,0.009,0.007,0.689,0.496,0.275,0.186,0.207,Na  ,,-0.372514008,-0.701179352,-1.290984181,-1.682008605,-1.575036486,-1.296508812,-1.721015153,1.296508812,0.178884461
31487,93,3/25/13,20:27:24,10.017,-83.766,3308,723,42.11,1.347,0.996,21.1,99,1034.01,703.38,868.61,601.48,942.67,0.003,0.005,0.004,0.002,0.003,0.195,0.155,0.158,0.109,0.146,Na  ,,-1.63475572,-1.864330162,-1.845160246,-2.216407397,-1.924148657,-0.354100422,-2.059922168,0.354100422,0.12746389
31487,94,3/25/13,20:27:38,10.017,-83.766,3308,723,42.16,1.348,0.996,21.2,99,1010.52,700.29,848.13,595.1,934.02,0.005,0.004,0.005,0.003,0.003,0.211,0.158,0.175,0.117,0.153,Na  ,,-1.555897146,-1.845160246,-1.742969305,-2.145581344,-1.877317358,-0.347002962,-1.993080465,0.347002962,0.136274988
31487,95,3/25/13,20:27:53,10.017,-83.766,3308,723,42.22,1.349,0.996,21.2,99,931.98,659.61,840.02,590.49,927.28,0.061,0.036,0.044,0.025,0.027,0.271,0.202,0.182,0.123,0.158,Na  ,,-1.305636458,-1.599487582,-1.703748592,-2.095570924,-1.845160246,-0.59714842,-1.984736418,0.59714842,0.13741683
31487,96,3/25/13,20:28:10,10.017,-83.766,3308,723,42.29,1.351,0.996,21.3,99,676.8,541.39,773.21,566.34,898.85,0.014,0.008,0.004,0.003,0.003,0.507,0.348,0.244,0.153,0.181,Na  ,,-0.679244275,-1.055552799,-1.410587054,-1.877317358,-1.709258248,-1.092067414,-1.848975919,1.092067414,0.157398272
31487,97,3/25/13,20:28:24,10.017,-83.766,3308,723,42.35,1.352,0.996,21.3,99,163.44,213.55,562.06,477.71,794.73,0.019,0.013,0.007,0.006,0.004,1.558,1.035,0.479,0.279,0.272,Na  ,,0.443402947,0.034401427,-0.736054682,-1.276543497,-1.301953213,-1.82144895,-1.405604474,1.82144895,0.245218783
31487,98,3/25/13,20:28:39,10.017,-83.766,3308,723,42.41,1.353,0.996,21.3,99,309.34,318.62,664.6,513.45,831.53,0.184,0.1,0.095,0.05,0.055,1.084,0.739,0.355,0.226,0.238,Na  ,,0.080657903,-0.302457358,-1.03563749,-1.48722028,-1.435484605,-1.609549186,-1.576764342,1.609549186,0.206642642
31487,99,3/25/13,20:28:53,10.017,-83.766,3308,723,42.47,1.354,0.996,21.4,99,469.65,418.88,755.57,559.72,899.63,0.005,0.003,0.005,0.004,0.004,0.775,0.536,0.26,0.162,0.18,Na  ,,-0.25489225,-0.623621118,-1.347073648,-1.820158944,-1.714798428,-1.576107957,-1.877454755,1.576107957,0.15297898
31487,100,3/25/13,20:29:10,10.017,-83.766,3308,723,42.54,1.356,0.996,21.4,99,487.81,434.54,748.06,558.62,897.34,0.061,0.041,0.01,0.006,0.005,0.745,0.508,0.267,0.163,0.181,Na  ,,-0.294371061,-0.677273831,-1.320506621,-1.814005078,-1.709258248,-1.512972765,-1.859373189,1.512972765,0.155770238
31487,101,3/25/13,20:29:24,10.017,-83.766,3308,723,42.59,1.357,0.996,21.4,99,992.61,698.7,850.67,597.71,937.28,0.004,0.003,0.005,0.006,0.004,0.221,0.157,0.172,0.113,0.149,Na  ,,-1.509592577,-1.851509474,-1.760260802,-2.18036746,-1.903808973,-0.410744606,-2.030137997,0.410744606,0.131317399
31487,102,3/25/13,20:29:39,10.017,-83.766,3308,723,42.66,1.358,0.996,21.5,99,958.95,690.25,824.4,588.9,923.31,0.004,0.003,0.004,0.003,0.003,0.246,0.166,0.195,0.124,0.16,Na  ,,-1.402423743,-1.795767491,-1.63475572,-2.087473713,-1.832581464,-0.41356913,-1.940930449,0.41356913,0.143570303
31487,103,3/25/13,20:29:54,10.017,-83.766,3308,723,42.72,1.36,0.996,21.5,99,925.8,680.29,798.02,576.1,905.26,0.009,0.006,0.004,0.006,0.004,0.271,0.176,0.218,0.14,0.174,Na  ,,-1.305636458,-1.737271284,-1.523260216,-1.966112856,-1.74869998,-0.390834855,-1.836063566,0.390834855,0.159443833
31487,104,3/25/13,20:30:09,10.017,-83.766,3308,723,42.78,1.361,0.996,21.5,99,996.77,696.65,848.46,594.61,934.95,0.039,0.014,0.036,0.017,0.016,0.216,0.158,0.173,0.116,0.151,Na  ,,-1.532476871,-1.845160246,-1.754463684,-2.154165088,-1.890475442,-0.376948452,-2.008824965,0.376948452,0.134146209
31487,105,3/25/13,20:30:24,10.017,-83.766,3308,723,42.84,1.362,0.996,21.6,99,921.87,676.62,797.02,576.84,904.03,0.004,0.004,0.004,0.003,0.003,0.273,0.18,0.219,0.139,0.175,Na  ,,-1.298283484,-1.714798428,-1.518683549,-1.973281346,-1.742969305,-0.406107671,-1.836499382,0.406107671,0.159374359
31487,106,3/25/13,20:30:38,10.017,-83.766,3308,723,42.9,1.364,0.996,21.6,99,873.55,655.07,760.38,557.57,875.66,0.006,0.003,0.005,0.004,0.003,0.312,0.203,0.253,0.163,0.198,Na  ,,-1.164752091,-1.5945493,-1.37436579,-1.814005078,-1.619488248,-0.393764903,-1.694647955,0.393764903,0.183663876
31487,107,3/25/13,20:30:53,10.017,-83.766,3308,723,42.96,1.365,0.996,21.7,99,1078.78,711.82,910.95,612.12,962.61,0.005,0.003,0.004,0.004,0.003,0.157,0.142,0.121,0.095,0.129,Na  ,,-1.851509474,-1.951928221,-2.111964733,-2.353878387,-2.047942875,-0.326380972,-2.213649609,0.326380972,0.109301014
31487,108,3/25/13,20:31:09,10.017,-83.766,3308,723,43.02,1.366,0.996,21.7,99,1065.04,711.3,899.73,610.77,962.92,0.003,0.004,0.003,0.004,0.003,0.166,0.142,0.129,0.096,0.128,Na  ,,-1.795767491,-1.951928221,-2.047942875,-2.343407088,-2.055725015,-0.359951925,-2.204608809,0.359951925,0.110293663
31487,109,3/25/13,20:31:24,10.017,-83.766,3308,723,43.08,1.368,0.996,21.7,99,1052.07,709.71,888.21,607.63,956.77,0.004,0.004,0.004,0.003,0.003,0.174,0.143,0.139,0.1,0.133,Na  ,,-1.74869998,-1.944910649,-1.973281346,-2.302585093,-2.017406151,-0.346033233,-2.156625747,0.346033233,0.115714914
31487,110,3/25/13,20:31:39,10.017,-83.766,3308,723,43.14,1.369,0.996,21.7,99,1026.51,706.85,870.47,604.21,948.17,0.004,0.004,0.004,0.004,0.002,0.192,0.146,0.153,0.104,0.139,Na  ,,-1.650259907,-1.924148657,-1.877317358,-2.26336438,-1.973281346,-0.369769941,-2.107847382,0.369769941,0.121499227
31487,111,3/25/13,20:31:53,10.017,-83.766,3308,723,43.2,1.37,0.996,21.8,99,993.47,697.78,847.09,595.35,936.79,0.007,0.003,0.003,0.004,0.003,0.215,0.155,0.173,0.115,0.148,Na  ,,-1.537117251,-1.864330162,-1.754463684,-2.162823151,-1.910543005,-0.381278199,-2.021324757,0.381278199,0.132479845
31487,112,3/25/13,20:32:10,10.017,-83.766,3308,723,43.27,1.372,0.996,21.8,99,953.84,686.88,818.98,584.66,921.03,0.004,0.004,0.003,0.002,0.003,0.244,0.166,0.197,0.128,0.16,Na  ,,-1.410587054,-1.795767491,-1.62455155,-2.055725015,-1.832581464,-0.392870686,-1.924646838,0.392870686,0.145927284
31487,113,3/25/13,20:32:24,10.017,-83.766,3308,723,43.33,1.373,0.996,21.8,99,1062.99,703.38,896.97,602.52,945.86,0.017,0.007,0.017,0.015,0.018,0.165,0.148,0.131,0.106,0.141,Na  ,,-1.801809805,-1.910543005,-2.032557956,-2.244316185,-1.958995389,-0.267047165,-2.112543131,0.267047165,0.120930034
31487,114,3/25/13,20:32:39,10.017,-83.766,3308,723,43.39,1.375,0.996,21.8,99,1047.28,703.28,887.94,605.67,953.65,0.017,0.005,0.021,0.01,0.009,0.175,0.148,0.138,0.102,0.135,Na  ,,-1.742969305,-1.910543005,-1.980501594,-2.282782466,-2.002480501,-0.349163502,-2.144545069,0.349163502,0.117121307
31487,115,3/25/13,20:32:53,10.017,-83.766,3308,723,43.44,1.376,0.996,21.9,99,1056.13,707.31,900.78,614.93,964.62,0.004,0.007,0.003,0.004,0.004,0.168,0.144,0.128,0.091,0.126,Na  ,,-1.7837913,-1.937941979,-2.055725015,-2.396895772,-2.071473372,-0.410084043,-2.237891627,0.410084043,0.106683195
31487,116,3/25/13,20:33:10,10.017,-83.766,3308,723,43.51,1.377,0.996,21.9,99,1035.52,704.23,885.19,609.44,958.34,0.004,0.004,0.004,0.002,0.003,0.182,0.147,0.14,0.097,0.131,Na  ,,-1.703748592,-1.917322692,-1.966112856,-2.3330443,-2.032557956,-0.414022685,-2.181096034,0.414022685,0.112917701
31487,117,3/25/13,20:33:24,10.017,-83.766,3308,723,43.57,1.379,0.996,21.9,99,1005.73,702.15,866.39,602.61,948.46,0.004,0.004,0.004,0.003,0.004,0.203,0.148,0.155,0.105,0.138,Na  ,,-1.5945493,-1.910543005,-1.864330162,-2.253794929,-1.980501594,-0.414836622,-2.111657137,0.414836622,0.121037225
31487,118,3/25/13,20:33:54,10.017,-83.766,3308,723,43.69,1.382,0.996,21.9,99,953.48,684.8,826.21,588.31,927.97,0.003,0.004,0.003,0.003,0.003,0.241,0.166,0.189,0.122,0.154,Na  ,,-1.422958345,-1.795767491,-1.666008264,-2.103734234,-1.870802677,-0.434583483,-1.97185531,0.434583483,0.13919836
31487,119,3/25/13,20:34:10,10.017,-83.766,3308,723,43.76,1.383,0.996,22,99,899.99,663.28,796.96,574.75,907.67,0.006,0.005,0.007,0.003,0.004,0.282,0.189,0.215,0.139,0.169,Na  ,,-1.265848208,-1.666008264,-1.537117251,-1.973281346,-1.777856564,-0.477840509,-1.863930894,0.477840509,0.155061899
31487,120,3/25/13,20:34:39,10.017,-83.766,3308,723,43.88,1.386,0.996,22,99,1016.83,677.21,906.03,599.3,939.11,0.006,0.009,0.003,0.011,0.015,0.192,0.173,0.122,0.108,0.145,Na  ,,-1.650259907,-1.754463684,-2.103734234,-2.225624052,-1.931021537,-0.430453979,-2.131121338,0.430453979,0.118704112
31487,121,3/25/13,20:34:54,10.017,-83.766,3308,723,43.94,1.387,0.996,22,99,1028.8,678.52,902.5,591.68,926.87,0.006,0.005,0.005,0.004,0.004,0.183,0.171,0.125,0.118,0.154,Na  ,,-1.698269126,-1.766091722,-2.079441542,-2.137070655,-1.870802677,-0.309832645,-2.052924255,0.309832645,0.128359
31487,122,3/25/13,20:35:09,10.017,-83.766,3308,723,44,1.389,0.996,22,99,1068.63,698.27,914.6,603.22,944.85,0.006,0.003,0.005,0.004,0.003,0.156,0.15,0.115,0.104,0.14,Na  ,,-1.857899272,-1.897119985,-2.162823151,-2.26336438,-1.966112856,-0.259693054,-2.148978132,0.259693054,0.11660325
31487,123,3/25/13,20:35:24,10.017,-83.766,3308,723,44.06,1.39,0.996,22,99,1061.26,697.54,916,604.6,952.17,0.004,0.003,0.003,0.005,0.002,0.16,0.151,0.114,0.102,0.134,Na  ,,-1.832581464,-1.890475442,-2.171556831,-2.282782466,-2.009915479,-0.319081922,-2.184308087,0.319081922,0.112555585
31487,124,3/25/13,20:35:39,10.017,-83.766,3308,723,44.12,1.391,0.996,22,99,1037.35,690.43,910.75,608.49,956.88,0.006,0.003,0.003,0.002,0.004,0.176,0.158,0.118,0.097,0.13,Na  ,,-1.737271284,-1.845160246,-2.137070655,-2.3330443,-2.040220829,-0.44736049,-2.224434719,0.44736049,0.108128524
31487,125,3/25/13,20:35:53,10.017,-83.766,3308,723,44.18,1.393,0.996,22.1,99,993.08,667.19,886.54,597.57,943.91,0.008,0.006,0.005,0.004,0.003,0.207,0.182,0.137,0.11,0.14,Na  ,,-1.575036486,-1.703748592,-1.987774353,-2.207274913,-1.966112856,-0.512641958,-2.123914098,0.512641958,0.119562731
31487,126,3/25/13,20:36:10,10.017,-83.766,3308,723,44.25,1.394,0.996,22.1,99,1013.67,680.87,888.06,602.53,953.58,0.006,0.005,0.003,0.002,0.003,0.191,0.167,0.136,0.104,0.133,Na  ,,-1.655481851,-1.789761467,-1.995100393,-2.26336438,-2.017406151,-0.473041715,-2.161922947,0.473041715,0.11510357
31487,127,3/25/13,20:36:24,10.017,-83.766,3308,723,44.3,1.396,0.996,22.1,99,910.2,634.92,848.11,586.36,930.67,0.011,0.01,0.007,0.005,0.005,0.268,0.217,0.168,0.123,0.15,Na  ,,-1.316768298,-1.527857925,-1.7837913,-2.095570924,-1.897119985,-0.666770271,-2.031078247,0.666770271,0.131193985
31487,128,3/25/13,20:36:39,10.017,-83.766,3308,723,44.36,1.397,0.996,22.1,99,966.9,661.49,858.34,591.74,936.58,0.005,0.004,0.003,0.003,0.004,0.224,0.187,0.16,0.117,0.145,Na  ,,-1.496109227,-1.676646662,-1.832581464,-2.145581344,-1.931021537,-0.516437091,-2.054059276,0.516437091,0.128213392
31487,129,3/25/13,20:36:53,10.017,-83.766,3308,723,44.42,1.399,0.996,22.1,99,815.02,594.88,812.98,575.78,915.72,0.022,0.015,0.004,0.004,0.004,0.346,0.262,0.198,0.136,0.161,Na  ,,-1.061316504,-1.339410775,-1.619488248,-1.995100393,-1.826350914,-0.832640776,-1.951525744,0.832640776,0.142057163
31487,130,3/25/13,20:37:10,10.017,-83.766,3308,723,44.49,1.4,0.996,22.1,99,945.94,664.35,836.87,587.53,930.11,0.004,0.003,0.002,0.003,0.003,0.239,0.183,0.177,0.121,0.15,Na  ,,-1.431291727,-1.698269126,-1.731605546,-2.111964733,-1.897119985,-0.504363761,-2.006165145,0.504363761,0.134503488
31487,131,3/25/13,20:37:25,10.017,-83.766,3308,723,44.55,1.402,0.996,22.2,99,862.94,619.03,782.49,559.67,890.07,0.029,0.027,0.022,0.017,0.017,0.304,0.233,0.225,0.156,0.181,Na  ,,-1.190727578,-1.456716825,-1.491654877,-1.857899272,-1.709258248,-0.533808276,-1.78691704,0.533808276,0.167475696
31487,132,3/25/13,20:37:39,10.017,-83.766,3308,723,44.61,1.403,0.996,22.2,99,679.63,512.71,670.74,499.82,805.67,0.018,0.014,0.01,0.009,0.007,0.473,0.367,0.335,0.236,0.252,Na  ,,-0.74865989,-1.002393431,-1.093624747,-1.443923474,-1.378326191,-0.629936543,-1.423290736,0.629936543,0.240919907
31487,133,3/25/13,20:37:54,10.017,-83.766,3308,723,44.67,1.405,0.996,22.2,99,775.56,582.62,719.72,530.71,847.46,0.008,0.006,0.005,0.005,0.005,0.378,0.275,0.284,0.193,0.216,Na  ,,-0.972861083,-1.290984181,-1.258781041,-1.64506509,-1.532476871,-0.535903891,-1.586663763,0.535903891,0.204607092
31487,134,3/25/13,20:38:10,10.017,-83.766,3308,723,44.73,1.406,0.996,22.2,99,804.49,602.65,744.5,544.05,866.63,0.057,0.024,0.064,0.03,0.03,0.352,0.251,0.26,0.176,0.2,Na  ,,-1.044124103,-1.38230234,-1.347073648,-1.737271284,-1.609437912,-0.540542709,-1.672806813,0.540542709,0.187719432
31487,135,3/25/13,20:38:25,10.017,-83.766,3308,723,44.8,1.408,0.996,22.2,99,950.21,636.8,864.92,580.07,917.93,0.015,0.01,0.005,0.004,0.004,0.233,0.211,0.153,0.13,0.158,Na  ,,-1.456716825,-1.555897146,-1.877317358,-2.040220829,-1.845160246,-0.50475378,-1.987356894,0.50475378,0.137057204
31487,136,3/25/13,20:38:39,10.017,-83.766,3308,723,44.85,1.409,0.996,22.2,99,840.22,590.15,844.43,578.23,917.46,0.004,0.003,0.005,0.005,0.004,0.319,0.265,0.17,0.132,0.159,Na  ,,-1.142564176,-1.328025453,-1.771956842,-2.024953356,-1.838851077,-0.817076401,-1.997299625,0.817076401,0.135701233
31487,137,3/25/13,20:38:54,10.017,-83.766,3308,723,44.91,1.41,0.996,22.3,99,906.41,628.47,869.11,591.35,936.6,0.01,0.006,0.003,0.003,0.003,0.265,0.22,0.149,0.116,0.144,Na  ,,-1.328025453,-1.514127733,-1.903808973,-2.154165088,-1.937941979,-0.729766364,-2.103462047,0.729766364,0.122033211
31487,138,3/25/13,20:39:10,10.017,-83.766,3308,723,44.98,1.412,0.996,22.3,99,994.04,669.82,885.26,601.46,952.2,0.005,0.004,0.004,0.004,0.003,0.199,0.174,0.136,0.104,0.132,Na  ,,-1.614450454,-1.74869998,-1.995100393,-2.26336438,-2.024953356,-0.527147487,-2.171914008,0.527147487,0.113959289
31487,139,3/25/13,20:39:24,10.017,-83.766,3308,723,45.04,1.413,0.996,22.3,99,955.38,650.79,858.96,586.46,928.23,0.006,0.006,0.006,0.005,0.005,0.227,0.194,0.157,0.121,0.15,Na  ,,-1.482805262,-1.63989712,-1.851509474,-2.111964733,-1.897119985,-0.508466066,-2.030662172,0.508466066,0.131248583
31487,140,3/25/13,20:39:39,10.017,-83.766,3308,723,45.1,1.415,0.996,22.3,99,944.83,652.14,850.15,589.39,934.14,0.004,0.005,0.005,0.003,0.005,0.234,0.192,0.164,0.118,0.145,Na  ,,-1.452434164,-1.650259907,-1.807888851,-2.137070655,-1.931021537,-0.554050081,-2.050716251,0.554050081,0.12864273
31487,141,3/25/13,20:39:53,10.017,-83.766,3308,723,45.15,1.416,0.996,22.3,99,773.9,560.82,764.43,545.92,874.43,0.025,0.022,0.013,0.011,0.01,0.374,0.299,0.239,0.172,0.192,Na  ,,-0.983499482,-1.207311706,-1.431291727,-1.760260802,-1.650259907,-0.714930234,-1.735545142,0.714930234,0.176304063
31487,142,3/25/13,20:40:10,10.017,-83.766,3308,723,45.22,1.418,0.996,22.3,99,637.69,480.65,686.58,505.38,819.27,0.024,0.017,0.014,0.01,0.01,0.51,0.407,0.314,0.226,0.237,Na  ,,-0.673344553,-0.898942094,-1.158362293,-1.48722028,-1.439695138,-0.799798451,-1.499590773,0.799798451,0.22322149
31487,143,3/25/13,20:40:24,10.017,-83.766,3308,723,45.28,1.42,0.996,22.3,99,466.74,390.91,621.44,477.17,782.38,0.038,0.022,0.008,0.009,0.009,0.729,0.552,0.384,0.266,0.27,Na  ,,-0.316081547,-0.594207233,-0.957112726,-1.32425897,-1.30933332,-1.024199981,-1.371549234,1.024199981,0.253713593
31487,144,3/25/13,20:40:39,10.017,-83.766,3308,723,45.34,1.421,0.996,22.4,99,208.02,236.67,622.93,493.5,822.58,0.075,0.052,0.018,0.011,0.009,1.296,0.904,0.382,0.242,0.234,Na  ,,0.259282598,-0.100925919,-0.96233467,-1.418817553,-1.452434164,-1.808846511,-1.567501202,1.808846511,0.208565695
31487,145,3/25/13,20:40:53,10.017,-83.766,3308,723,45.4,1.422,0.996,22.4,99,388.55,356.38,700.83,524.26,857.65,0.023,0.013,0.007,0.007,0.005,0.856,0.615,0.299,0.199,0.204,Na  ,,-0.155484903,-0.486133011,-1.207311706,-1.614450454,-1.589635285,-1.527241927,-1.713460151,1.527241927,0.180241051
31487,146,3/25/13,20:41:10,10.017,-83.766,3308,723,45.47,1.424,0.996,22.4,99,424.39,339.32,571.62,438.95,738.25,0.108,0.079,0.034,0.025,0.02,0.792,0.649,0.441,0.324,0.309,Na  ,,-0.233193887,-0.432322562,-0.818710404,-1.127011763,-1.174414002,-0.973326745,-1.205068458,0.973326745,0.299671484
31487,147,3/25/13,20:41:25,10.017,-83.766,3308,723,45.53,1.426,0.996,22.4,99,679,523.05,765.15,552.36,887.29,0.02,0.021,0.016,0.016,0.015,0.461,0.344,0.236,0.162,0.18,Na  ,,-0.774357236,-1.067113622,-1.443923474,-1.820158944,-1.714798428,-1.001270177,-1.824868214,1.001270177,0.161238892
31487,148,3/25/13,20:41:39,10.017,-83.766,3308,723,45.59,1.427,0.996,22.4,99,694.4,528.49,745.61,540.54,869.2,0.059,0.043,0.023,0.013,0.012,0.445,0.337,0.254,0.177,0.194,Na  ,,-0.809680997,-1.087672349,-1.370421012,-1.731605546,-1.63989712,-0.870809024,-1.728613318,0.870809024,0.177530418
31487,149,3/25/13,20:41:54,10.017,-83.766,3308,723,45.65,1.429,0.996,22.4,99,397.55,365.97,622.9,480.7,784.95,0.036,0.023,0.01,0.008,0.008,0.834,0.593,0.38,0.259,0.266,Na  ,,-0.181521877,-0.52256088,-0.967584026,-1.350927217,-1.32425897,-1.176569568,-1.410843583,1.176569568,0.243937415
31487,150,3/25/13,20:42:10,10.017,-83.766,3308,723,45.71,1.43,0.996,22.4,99,59.14,110.69,459.76,433.6,748.55,0.056,0.039,0.013,0.007,0.005,2.165,1.428,0.592,0.331,0.298,Na  ,,0.772420361,0.356274864,-0.524248644,-1.105636904,-1.210661792,-2.055977535,-1.288558673,2.055977535,0.275667824
31487,151,3/25/13,20:43:53,10.017,-83.766,3308,723,46.13,1.441,0.996,22.5,99,501.75,415.94,749.36,528.61,853.87,0.043,0.03,0.012,0.005,0.007,0.663,0.498,0.248,0.191,0.205,Na  ,,-0.410980289,-0.697155202,-1.394326533,-1.655481851,-1.5847453,-1.275865943,-1.735708338,1.275865943,0.176275294
