   1
VALUES OF MIE FACTORS FOR INDEX OF REFRACTION = 1.25 -0.0000I
   8.440          3.77333          3.77333          0.02658
   8.460          3.77509          3.77509          0.02300
   8.480          3.77682          3.77682          0.01941
   8.500          3.77844          3.77844          0.01592
   8.520          3.77989          3.77989          0.01262
   8.540          3.78110          3.78110          0.00959
   8.560          3.78201          3.78201          0.00693
   8.580          3.78255          3.78255          0.00472
   8.600          3.78266          3.78266          0.00303
   8.620          3.78232          3.78232          0.00191
   8.640          3.78147          3.78147          0.00140
   8.660          3.78008          3.78008          0.00154
   8.680          3.77815          3.77815          0.00232
   8.700          3.77566          3.77566          0.00375
   8.720          3.77262          3.77262          0.00579
   8.740          3.76903          3.76903          0.00842
   8.760          3.76492          3.76492          0.01159
   8.780          3.76032          3.76032          0.01524
   8.800          3.75527          3.75527          0.01931
   8.820          3.74981          3.74981          0.02374
   8.840          3.74399          3.74399          0.02846
   8.860          3.73787          3.73787          0.03341
   8.880          3.73150          3.73150          0.03851
   8.900          3.72495          3.72495          0.04373
   8.920          3.71828          3.71828          0.04900
   8.940          3.71155          3.71155          0.05428
   8.960          3.70483          3.70483          0.05952
   8.980          3.69818          3.69818          0.06470
   9.000          3.69165          3.69165          0.06979
   9.020          3.68531          3.68531          0.07474
   9.040          3.67921          3.67921          0.07955
   9.060          3.67340          3.67340          0.08418
   9.080          3.66791          3.66791          0.08860
   9.100          3.66279          3.66279          0.09279
   9.120          3.65807          3.65807          0.09672
   9.140          3.65376          3.65376          0.10035
   9.160          3.64988          3.64988          0.10364
   9.180          3.64643          3.64643          0.10654
   9.200          3.64340          3.64340          0.10901
   9.220          3.64077          3.64077          0.11099
   9.240          3.63850          3.63850          0.11243
   9.260          3.63657          3.63657          0.11330
   9.280          3.63491          3.63491          0.11353
   9.300          3.63346          3.63346          0.11311
   9.320          3.63216          3.63216          0.11201
   9.340          3.63092          3.63092          0.11021
   9.360          3.62967          3.62967          0.10774
   9.380          3.62832          3.62832          0.10463
   9.400          3.62679          3.62679          0.10092
   9.420          3.62499          3.62499          0.09669
   9.440          3.62283          3.62283          0.09202
   9.460          3.62026          3.62026          0.08703
   9.480          3.61720          3.61720          0.08184
   9.500          3.61360          3.61360          0.07659
   9.520          3.60941          3.60941          0.07141
   9.540          3.60460          3.60460          0.06644
   9.560          3.59915          3.59915          0.06182
